rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Martha Wretman,SWE,2.16.7,,2,London,Aug 11
2,Gladys Lunn,GBR,2.18.2,,3,London,Aug 11
3,Karoline Radke,GER,2.20.8,,1hcp,Breslau,Jul 07
4,Ida Jones,GBR,2.21.1,*e,2,London,Aug 06
5,Lidia Freiberg,URS,2.22.4,,1,Leningrad,Jun 18
6,Irena Swiderska,POL,2.22.8,,1,Poznan,Jul 8
7,Dorothy Butterfield,GBR,2.23.8,*e,3,London,Aug 06
8,Yevdokiya Vasilyeva,URS,2.23.9,,1,Moscow,Aug 4
9,Yevgeniya Ivanova,URS,2.24.5,,1,Moscow,Jul 12
10,Doris Roden,GBR,2.25.2,*,1,Birmingham,May 26
11,Constance Furneaux,GBR,2.25.4,,1,Redhill,Jun 16
12,Dorothy Nelson,GBR,2.26.1,*e,2,Birmingham,May 26
13,Suzanne Lenoir,FRA,2.26.4,,1,Orléans,Aug 19
14,Ksenya Yelizarova,URS,2.26.5,,3,Moscow,Aug 4
14,Doris Morgan,RSA,2.26.5,e,5,London,Aug 11
16,Anna Aleksandrova,URS,2.26.8,,1,Minsk,Jun 23
17,Jadwiga Nowacka,POL,2.26.9,,-,Warszawa,Jul 29
18,Lillian Styles,GBR,2.27.0,*,1,Brighton,May 21
19,Henny Selle,GER,2.27.1,,2,Breslau,Jun 17
20,Violet Smith,CAN,2.27.2,*,1,London On.,Jul 07
21,Leandrina Bulzacchi,ITA,2.27.3,e,2,Orléans,Aug 19
22,Hope Hopkins,CAN,2.27.4,*e,2,London-ONT,Jul 7
22,Anna Mushkina,URS,2.27.4,,4,Moscow,Aug 4
24,Ruth Wunderling,GER,2.28.0,,3,Breslau,Jun 17
25,Kiyoko Idota,JPN,2.28.6,,2,Wuppertal,Aug 15
