rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Lorraine Ugen,GBR,7.05,,1,Birmingham (GBR),Jul 01
2,Malaika Mihambo,GER,6.99,,1f1,Weinheim (GER),May 26
2,Ivana panovic,SRB,6.99,,,Tarragona (ESP),Jun 27
4,Caterine Ibarguen,COL,6.93,,1f1,Ostrava (CZE),Sep 09
5,Christabel Nettey,CAN,6.92,,1,Brisbane (AUS),Mar 28
6,Shara Proctor,GBR,6.91,,1,London (GBR),Jul 21
7,Brooke Stratton,AUS,6.88,,2,Brisbane (AUS),Mar 28
8,Brittney Reese,USA,6.87,,2,Chorzów (POL),Jun 08
9,Jazmin Sawyers,GBR,6.86,,2,Birmingham (GBR),Jul 01
10,Sosthene Moguenara-Taroum,GER,6.84,,2f1,Weinheim (GER),May 26
11,Ese Brume,NGR,6.82,,1,Kingston (JAM),May 19
12,Keturah Orji,USA,6.81,,1,"Knoxville, TN (USA)",May 12
12,Krystyna Hryshutyna,UKR,6.81,,2,Lutsk (UKR),Jul 19
14,Éloyse Lesueur,FRA,6.80,,2,Marseille (FRA),Jun 16
14,Juliet Itoya,ESP,6.80,,1,Getafe (ESP),Jul 21
16,Taliyah Brooks,USA,6.78,,1,"Fayetteville, AR (USA)",Mar 24
17,Kylie Price,USA,6.77,,3,"Chula Vista, CA (USA)",May 19
17,Sha'keela Saunders,USA,6.77,,1,Székesfehérvár (HUN),Jul 02
17,Nastassia Mironchyk-Ivanova,BLR,6.77,,1,Minsk (BLR),Jul 21
20,Chanice Porter,JAM,6.75,,1,"Athens, GA (USA)",May 05
21,Bianca Stuart,BAH,6.74,,1,"Douglasville, GA (USA)",May 27
21,Tianna Bartoletta,USA,6.74,,1,Padova (ITA),Jun 08
23,Maryna Bekh,UKR,6.73,,2,Berlin (GER),Aug 11
24,Nektaria Panagi,CYP,6.72,,1,Argos (GRE),Jul 04
24,Alina Rotaru,ROU,6.72,,1,Pitesti (ROU),Jul 27
