rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Yvette Williams,NZL,6.13,,1,Melbourne,Jan 21
2,Aleksandra Chudina,URS,6.11,,1,Minsk,Aug 29
3,Kiyoko Sugimura,JPN,6.05,,1,Niigata,Aug 6
4,Lena Stumpf,FRG,6.01,,1,Leer,Sep 30
5,Olga Gyarmati,HUN,5.99,,1,Budapest,Oct 29
6,Fanny Blankers-Koen,NED,5.90,,1,Amsterdam,Jul 22
6,Nadezhda Khnykina,URS,5.90,,1,Moscow,Jul 28
8,Judy Canty,AUS,5.867,,1,Sydney,Jan 13
9,Lore Fauth,FRG,5.80,,1,Düsseldorf,Jul 29
10,Irmgard Schmelzer,FRG,5.78,,1,Kassel,Sep 2
10,Elfriede von Nitzsch,FRG,5.78,,1,Braunschweig,Sep 08
12,Nina Tyurkina,URS,5.74,,2,Moscow,Jul 28
13,Dorothy Tyler,GBR,5.72,,1,London,Jun 02
14,Irene Lohasz,HUN,5.70,,2,Tata,Jul 21
14,Maire Österdahl,FIN,5.70,,1,Helsinki,Aug 12
14,Maria Sander,FRG,5.70,,P,Dinslaken,Sep 23
14,Yoshiko Nishida,JPN,5.70,,1,Nagoya,Oct 14
18,Dawn Josephs,CAN,5.68,,1,Victoria,Jul 29
18,Martha Lintner,AUT,5.68,,1,Innsbruck,Sep 16
18,Erika Junghanns,GDR,5.68,,1,Lobau,Oct 14
21,Paddy Gunn,GBR,5.66,,1,Chiswick,Jun 09
22,Yekaterina Adamenko,URS,5.65,,3,Minsk,Aug 29
22,Lidia Omelchenko,URS,5.65,,4,Minsk,Aug 29
24,Lilian Milnes,SUR,5.64,,1,Pointe-a-Pierre,Apr 03
25,Kläre Vorthmann,FRG,5.63,,3,Düsseldorf,Jul 29
25,Wilhelmina Lust,NED,5.63,,,Amsterdam,Sep 16
25,Silvana Pierucci,ITA,5.63,,1,Genova,Sep 23
25,Anneliese Seonbuchner,FRG,5.63,,,Nürnberg,Sep 23
