rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Elfriede von Nitzsch-Brunemann,FRG,6.21,,1,Hannover,Sep 4
2,Lena Stumpf,GER,5.96,,2,Bremen,Aug 6
3,Olga Gyarmati,HUN,5.92,,1,Budapest,May 29
3,Irmgard Kirchhoff,GER,5.92,,1,Bremen,Aug 6
5,Nadezhda Khnykina,URS,5.82,,1,Tbilisi,Oct 17
6,Judy Canty,AUS,5.79,,1,Sydney,Sep 10
7,Aleksandra Chudina,URS,5.78,,1,Moscow,Sep 8
8,Yvette Williams,NZL,5.77,,1,Napier,Dec 31
9,Valentina Bogdanova,URS,5.76,,2,Tbilissi,Oct 17
9,Valentina Vasilyeva,URS,5.76,,,,
11,Yvonne Curtet,FRA,5.71,,1,Colombes,Jul 10
11,Ruth Klüver,GER,5.71,,4,Bremen,Aug 6
11,Rie Yamanouchi,JPN,5.71,,1,Tokyo,Nov 2
14,Erika von dem Busche,GER,5.70,,2,Hannover,Jul 16
15,Valerie Webster,GBR,5.67,,1,Carshalton,Jul 23
15,Elisabeth Schmitz,GER,5.67,,2,Dortmund,Jul 24
15,Maria Balashova,URS,5.67,,1,Leningrad,Aug
15,Spomenka Koledin,YUG,5.67,,1,Zagreb,Sep 17
19,Silvana Pierucci,ITA,5.66,,1,Zlín,Aug 07
20,Kiyoko Sugimura,JPN,5.63,,2,Tokyo,Nov 02
21,Paulette Dussarat,FRA,5.61,,1,Saintes,Aug 07
21,Irene Lohasz,HUN,5.61,,1,Budapest,Oct 16
23,Lore Wodnik,GER,5.58,,1,Neuss,Jul 10
24,Ursula Ehrhardt,FRG,5.56,,,,
25,Lorna Lee,GBR,5.55,,1,Chiswick,Jun 25
25,Elaine Silburn,CAN,5.55,,1,Toronto,Jul 16
