rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Beverley Weigel,NZL,6.28,,1,Papakura,Jun 29
1,Lyudmila Radchenko,URS,6.28,,1,Kiev,Sep 7
3,Erika Fisch,FRG,6.21,,1,Köln,Aug 29
4,Margaret Matthews,USA,6.18,,1,Budapest,Aug 6
5,Willye White,USA,6.16,,1,Warsaw,Aug 2
5,Nina Protchenko,URS,6.16,,1,Moscow,Aug 28
7,Liesel Jakobi,FRG,6.14,,1,Stockholm,Aug 22
8,Marthe Djian,FRA,6.13,,Q,Stockholm,Aug 21
8,Valentina Shaprunova,URS,6.13,,1,Leningrad,Aug 31
10,Nelli Yeliseyeva,URS,6.11,,1,Moscow,May 10
11,Aida Chuyko,URS,6.10,,1,Krakow,Jul 11
11,Valentina Lituyeva,URS,6.10,,1,Moscow,Sep 06
13,Maria Ciastowska,POL,6.09,,1,Berlin,Jun 22
14,Anneliese Seonbuchner,FRG,6.08,,P,Ludwlgsburg,Aug 31
15,Galina Bystrova,URS,6.06,,,Tartu,Aug 03
16,Hildrun Claus,GDR,6.03,,1,Lelpzlg,Aug 02
16,Wemmy Spierenburg,NED,6.03,,,Osnabruck,Sep 07
18,Anne Segouffin,FRA,6.02,,2,Poitiers,Aug 07
19,Maria Chojnacka,POL,6.01,,1,Bydgoszcz,Jul 19
19,Kreszentia Kopp,FRG,6.01,,1,Lindau,Sep 07
19,Karin Schultze,GDR,6.01,,1,Krakow,Sep 14
22,Lidia Polinichenko,URS,6.00,,2,Moscow,Aug 28
23,Sheila Hoskin,GBR,5.99,,1,London,Jul 12
24,Zlata Rozkosna,TCH,5.98,,1,Ostrava,Jul 20
24,Lyudmila Ivleva,URS,5.98,,1,Tbilisi,Aug 19
24,Tatyana Frolova,URS,5.98,,Q,Tbilisi,Oct 28
