rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Anisoara Cusmir,ROU,7.43,,1,Bucharest,Jun 04
2,Heike Daute,GDR,7.14,,1,Bratislava,Jun 04
3,Svetlana Zorina,URS,7.04,,1,Moscow,Jun 20
3,Tatyana Proskuryakova,URS,7.04,,1,Kiev,Aug 25
5,Margarita Butkiene,URS,7.00,,1,Vilnius,May 25
6,Carol Lewis,USA,6.97,,1,Luxembourg,Jul 20
7,Eva Murkova,TCH,6.92,,1,Banska Bystrica,Jun 11
8,Tatyana Turulina,URS,6.90,,1,Krasnodar,May 26
8,Beverly Kinch,GBR,6.90,,5,Helsinki,Aug 14
10,Yelena Chicherova-Drebesova,URS,6.87,,1,Krasnodar,Aug 06
11,Valeria Ionescu,ROU,6.85,,1,Zaragoza,May 22
12,Natalya Alyoshina,URS,6.84,,2,Moscow,Jun 20
12,Larisa Baluta,URS,6.84,,2,Krasnodar,Aug 06
14,Yelena Kokonova,URS,6.83,,1,Alma Ata,May 29
14,Helga Radtke,GDR,6.83,,1,Dresden,Jul 17
16,Natalya Shevchenko,URS,6.82,,1,Novokuznyetsk,Jul 17
17,Jennifer Inniss,GUY,6.81,,-,Indianapolis,Jun 18
17,Zsuzsa Vanyek,HUN,6.81,,6,Helsinki,Aug 14
19,Lyudmila Khaustova,URS,6.80,,2,Moscow,Jun 11
20,Yelena Obizajeva,URS,6.79,,1,Staiki,May 28
20,Ramona Neubert,GDR,6.79,,H,Moscow,Jul 18
22,Iolanda Chen,URS,6.77,,4,Moscow,Jun 20
23,Anke Vater-Behmer,GDR,6.76,,H,Neubrandenburg,May 22
23,Jarmila Nygrynova,TCH,6.76,,2,Prague,Jul 24
23,Yelena Mityaeva,URS,6.76,,1,Chernigov,Oct 05
1,Valeria Ionescu,ROU,6.92,i,2,Bucharest,Feb 19
