rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Kinue Hitomi,JPN,5.98,,1,Osaka,May 20
2,Muriel Gunn-Cornell,GBR,5.68,,1,London,Jul 14
3,Fanny Rosenfeld,CAN,5.56,,1,Halifax,Jul 2
4,Nellie Todd,USA,5.53,,1,Cicero,Sep 15
5,Maria Shamanova,URS,5.51,,1,Leningrad,Jul 30
6,Elizabeth Grobes,USA,5.43,,1,Kearny,Sep 15
7,Luise Gröneveld,GER,5.40,,1,Bremen,Jun 30
8,Georgette Gagneux,FRA,5.37,,1,Paris,Jul 15
9,Eva Von Bredow,GER,5.36,,2,Berlin,Aug 18
9,Anne Zondervaan,NED,5.36,,,,
11,Dolly Wagner,AUT,5.35,,1,Wien,Jun 13
12,Rie Briejer,NED,5.32,,1,Enschede,Sep 01
13,Gertrud Mäckelmann,GER,5.29,,1,Berlin,May 20
14,Marie Amthor,GER,5.28,,2,Berlin,Jul 15
15,Ingeborg Braumüller,GER,5.26,,1,Dresden,Sep 02
16,Anna Breuer,POL,5.25,,1,Szopienice,Oct 18
17,Edith Steinhorst,GER,5.24,,1,Braunschweig,Jun 17
18,Zdenka Smolova,TCH,5.23,,1,Praha,Jun 30
18,Saara Teitelbaum,EST,5.23,,1,Tallinn,Sep 09
20,Gladys Elliott,GBR,5.22,,1,Hay Mills,Jun 09
20,Leni Junker,GER,5.22,,1,Kassel,Sep 09
22,Ludmilla Sychrova,TCH,5.20,,2,Praha,Jun 22
22,Vera Paddington,GBR,5.20,,1,London,Aug 18
24,Josephine Matthews,GBR,5.19,,1,London,Jun 09
24,Lieselotte Hellmann,GER,5.19,,1,Magdeburg,Jul 01
