rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Gerda Müller,GER,5.43,,1,Hannover,Aug 31
2,Margarete Furchheim,GER,5.26,,1,Brandenburg,Jul 6
3,Frieda Heister,GER,5.21,,1,Hannover,Jul 20
3,Catherine Maguire,USA,5.21,,1,Pacific,May 16
5,Mary Lines,GBR,5.16,,1,London,Jun 28
6,Anna Pieper,GER,5.15,,1,Krefeld,Jul 12
7,Gladys Elliott,GBR,5.11,,2,London,Jun 28
8,Mavis Howard,RSA,5.10,,1,Cape Town,Dec 16
9,Marie Mejzlikova II,TCH,5.09,,1,Paris,Sep 14
10,Ingrid Albertsen,GER,5.08,,2,Hannover,Aug 31
11,Emmy Haux,GER,5.07,,1,Frankfurt,Jun 29
11,Georgette Gagneux,FRA,5.07,,1,Le Bourget,Jul 6
13,Vera Jacobsson,SWE,5.06,,1,Stockholm,Sep 14
14,Edith Jorris,USA,5.03,,1,Madison,May 31
14,Elisa Van Truyen,BEL,5.03,,1,Douai,Aug 17
16,Marguerite Patouillet,FRA,5.02,,1,Paris,May 11
17,Shigeko Takamura,JPN,5.01,,1,Tokyo,Nov 07
18,Bozena Sramkova,TCH,5.00,,3,London,Aug 04
19,Martha Ladewig,GER,4.98,,,Staßfurt,Aug 10
20,Lilly Henoch,GER,4.97,,1,Stettin,Aug 10
21,Olga Rebanne,EST,4.96,,1,Tallinn,Oct 04
22,Hilda Hatt,GBR,4.91,,1,London,Jun 28
22,van der Broeck,BEL,4.91,,3,Douai,Aug 17
24,Lydia Tippo,EST,4.89,,1,Tartu,Jun 08
25,Helen Filkey,USA,4.86,,1,Chicago,Aug 20
