rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Rie Yamanouchi,JPN,5.86,,1,Kitakyushu,Nov 20
2,Elfriede Brunemann,GER,5.79,,P,Braunschweig,Sep 29
3,Fanny Blankers-Koen,NED,5.74,,1,Amsterdam,Jun 23
4,Lidija Gaile,URS,5.72,,1,Moscow,Jul 23
5,Valentina Vasilyeva,URS,5.69,,1,Moscow,Aug 3
6,Gerda Koudijs,NED,5.67,,1,Oslo,Aug 23
7,Noemi Simonetto,ARG,5.64,,1,Buenos Aires,Nov 16
8,Yelena Gokieli,URS,5.56,,2,Moscow,Jul 23
9,Maria Trösch,AUT,5.55,,1,Wien,Jul 21
10,Galina Turova,URS,5.54,,3,Moscow,Jul 23
11,Bep Vleeshouwer,NED,5.53,,2,Amsterdam,Jun 23
12,Yekaterina Adamenko,URS,5.51,,1,Kiev,Jun 06
12,Eliane Loneux,FRA,5.51,,1,Paris,Jun 23
14,Neltje Karelse,NED,5.50,,3,Amsterdam,Jun 23
15,Ruth Dowman,NZL,5.48,,1,Auckland,Feb 23
16,Stanislawa Walasiewicz,POL,5.47,,1,Wroclaw,Oct 02
16,Zinaida Kvashnina,URS,5.47,,,,
18,Alevtina Lyuppen,URS,5.46,,,,
19,Zelda Corbett,NZL,5.42,,1,Otahuha,Jan 26
19,Yevgenia Sechenova,URS,5.42,,,,
21,Erika Junghanns,GER,5.41,,1,Berlin,Aug 25
22,Yvonne Curtet-Chabot,FRA,5.39,,1,Strasbourg,Aug 11
22,Lidia Chaurskaya,URS,5.39,,,,
24,Greta Magnusson,SWE,5.38,,1,Eskilstuna,Jun 23
24,Ellen Siefert,GER,5.38,,1,Hamburg,Jun 23
24,Elda Franco,ITA,5.38,,1,Turin,Sep 15
24,Martha Lintner,AUT,5.38,,1,Chur,Sep 21
