rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Selma Grieme,GER,5.91,,1,Hannover,Aug 23
2,Muriel Cornell,GBR,5.77,,2,Hannover,Aug 23
3,Stanislawa Walasiewicz,POL,5.72,,1,Cleveland,May 23
4,Jean Knight,GBR,5.68,,1,St.Albans,Jul 18
4,Mary Seary,GBR,5.68,,2,St.Albans,Jul 18
6,Mildred Didrikson,USA,5.67,,1,Dallas,Jul 04
7,Karoline Weigele,GER,5.61,,1,Cannstatt,Jun 28
7,Felicitas Schlarp,GER,5.61,,1,Magdeburg,Aug 2
9,Leni Thymm,GER,5.53,,1,Erfurt,Jul 12
10,Hertha Wolf,GER,5.52,,1,Hamburg,Jun 21
10,Ilse Luttermann,GER,5.52,,1,Hamburg,Jul 5
12,Sumiko Watanabe,JPN,5.50,,1,Tokyo,Nov 03
13,Thea Dahl,GER,5.48,,2,Hamburg,Jul 05
14,Annemarie Westphal,GER,5.47,,2,Hamburg,Jul 12
14,Erna Steinberg,GER,5.47,,3,Magdeburg,Aug 02
16,Sammie-Jeanette Rushing,USA,5.46,,1,Moorhead,Jun
17,Kittel,GER,5.45,,1,Spremberg,Jul 26
18,Hilde Klusenwerth,GER,5.44,,1,Berlin,Jul 12
19,Martha Ladewig,GER,5.43,,1,Leipzig,Jul 12
20,Gisela Mauermayer,GER,5.42,,P,München,Jun 21
21,Maria Dollinger,GER,5.415,,1,Bamberg,Jun 28
22,Charlotte Freitag,GER,5.41,,2,Leipzig,Jul 12
23,Käthe Zuchold,GER,5.40,,1,Merseburg,Sep 13
24,Ingeborg Braumüller,GER,5.38,,1,Berlin,Aug 30
24,Gerda Theuermeister,GER,5.38,,1,Halle,Sep 13
