rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jodi Anderson,USA,6.96,,1,Colorado Springs,Jul 23
2,Anisoara Cusmir,ROU,6.91,,1,Bucharest,May 23
2,Heike Daute,GDR,6.91,,1,Jena,Aug 09
4,Ramona Neubert,GDR,6.90,,1,Dresden,Jun 14
5,Siegrid Heimann-Ulbricht,GDR,6.89,,2,Jena,Aug 09
6,Anna Wlodarczyk,POL,6.88,,1,Warsaw,Jul 23
7,Tatyana Kolpakova,URS,6.83,,1,Bucharest,Jul 25
7,Margarita Butkiene,URS,6.83,,1,Kishinyov,Jun 29
9,Tatyana Skachko,URS,6.80,,1,Tbilisi,Jun 26
10,Irina Timofeyeva,URS,6.78,,1,Kharkov,Aug 27
11,Karin Hänel,FRG,6.75,,2,Rhede,May 17
12,Yelena Dubinina,URS,6.73,,1,Stavropol,Jun 06
12,Tatyana Proskuryakova,URS,6.73,,2,Potsdam,Jun 11
14,Svetlana Vanyushina,URS,6.72,,2,Tbilisi,Jun 26
15,Heidrun Geissler,GDR,6.69,,h,Birmingham,Aug 30
16,Olga Anufriyeva,URS,6.68,,1,Moscow,Aug 07
17,Christine Schima,GDR,6.67,,4,Jena,Aug 09
18,Sabine Everts,FRG,6.66,,1,Fürth,May 30
19,Christina Sussiek,FRG,6.64,,2,Fürth,May 30
20,Ivanka Venkova,BUL,6.63,,2,Sofia,Jun 07
20,Anita Stukane,URS,6.63,,1,Greifswald,Jul 04
22,Linda Garden,AUS,6.62,,1,Auckland,Jan 25
22,Lyubov Ilyina,URS,6.62,,1,Rostov-na-Donu,May 10
22,Anke Weigt,FRG,6.62,,1,Dormagen,May 10
22,Irina Palyenko,URS,6.62,,3,Moscow,Jul 06
