rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Randy Matson,USA,21.30,,1,Walnut,Apr 27
2,George Woods,USA,20.73,,1,South Lake Tahoe,Sep 10
3,Dave Maggard,USA,20.53,,2,South Lake Tahoe,Sep 10
4,Eduard Gushchin,URS,20.28,,1,Mexico City,Oct 4
5,Heinfried Birlenbach,FRG,20.18,,1,Brescia,Jul 20
6,Dieter Hoffmann,GDR,20.10,,1,Sokolov,Jul 20
7,Heinz-Joachim Rothenburg,GDR,20.01,,1,Luckenwalde,Oct 16
8,Karl Salb,USA,19.99,,4,South Lake Tahoe,Sep 10
9,Hans-Dieter Prollius,GDR,19.94,,2,Sokolov,Jul 20
10,Neal Steinhauer,USA,19.90,,3,South Lake Tahoe,Aug 31
11,Uwe Grabe,GDR,19.73,,1,Cottbus,Jul 11
12,Ken Patera,USA,19.68,,3,Houston,Aug 24
13,Jay Silvester,USA,19.63,,1,South Lake Tahoe,Aug 17
14,Vilmos Varju,HUN,19.61,,1,Budapest,Jun 16
15,Pierre Colnard,FRA,19.57,,Q,Mexico City,Oct 13
16,Wladyslaw Komar,POL,19.52,,1,Mexico City,Sep 27
17,Traugott Glöckler,FRG,19.47,,1,Heidelberg,Jul 20
18,Leslie Mills,NZL,19.41,,3,Mexico City,Oct 04
19,Roger Orrell,USA,19.33,,4,Sacramento,Jun 20
20,Arnjolt Beer,FRA,19.32,,1,Colombes,Jul 28
21,Rickard Bruch,SWE,19.30,,1,Björknas,May 31
22,Steve Marcus,USA,19.28,,1,W. Los Angeles,Apr 27
23,George Puce,CAN,19.25,,1,Stouffville,Sep 07
24,Edy Hubacher,SUI,19.18,,1,Stockholm,Jun 11
25,Jeff Teale,GBR,19.17,,1,Portsmouth,Aug 07
1,George Puce,CAN,19.61,i,2,Toronto,Mar 11
