rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Randy Matson,USA,21.52,,1,College Station,May 8
2,Neal Steinhauer,USA,19.34,,1,Grants Pass,Jun 12
3,John McGrath,USA,19.20,,1,San Diego,Jun 27
4,Nikolay Karasyev,URS,19.19,,1,Stuttgart,Sep 11
5,Dave Price,USA,19.14,,1,Sioux Falls,Jun 5
6,Vilmos Varju,HUN,19.10,,1,Gyula,May 23
7,Viktor Lipsnis,URS,19.00,,3,Kiev,Jul 31
8,Dave Maggard,USA,18.98,,1,San Diego,Jun 27
8,Leslie Mills,NZL,18.98,,1,Rotorua,Dec 28
10,Jay Silvester,USA,18.96,,1,Walnut,Apr 14
11,Alfred Sosgornik,POL,18.94,,1,Montreuil,May 30
12,Carl Wallin,USA,18.75,,4,San Diego,Jun 27
13,Wladyslaw Komar,POL,18.69,,1,Sopot,May 22
14,Eduard Gushchin,URS,18.67,,3,Kiev,Jun 18
15,Lee Johnson,USA,18.59,,1,Walnut,Apr 23
15,Heinfried Birlenbach,FRG,18.59,,1,Runderoth,May 27
17,Ken Patera,USA,18.54,,1,Provo,Apr 24
18,Dave Steen,CAN,18.52,,3,Walnut,Apr 24
19,Steve Fite,USA,18.51,,1,Fresno,May 08
20,Dieter Hoffmann,GDR,18.50,,1,Berlin,Sep 05
21,Jaroslav Smid,TCH,18.43,,1,Sokolov,Oct 12
22,Jiri Skobla,TCH,18.42,,1,Mantes-la-Jolie,May 27
22,George Woods,USA,18.42,,1,New Orleans,Dec 30
24,Mike Bianco,USA,18.38,,1,Frankfurt/M,Jul 05
25,Traugott Glöckler,FRG,18.32,,1,Plankstadt,Sep 04
1,John McGrath,USA,19.40,i,1,San Francisco,Feb 26
2,Jay Silvester,USA,19.22,i,2,Los Angeles,Feb 13
