rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Glenn Hartranft,USA,15.25,,1,Palo Alto,Mar 18
2,Orville Wanzer,USA,14.73,,1,Travers Island,Sep 23
2,Patrick McDonald,USA,14.73,,2,Travers Island,Sep 23
4,Ville Pörhölä,FIN,14.69,,1,Oulu,Aug 26
5,Bertil Jansson,SWE,14.39,,1,Helsinki,Sep 17
6,William MacGurn,USA,14.27,,1,Berkeley,Mar 25
7,Einar Nilsson,SWE,14.25,,1,Göteborg,Aug 4
8,Ralph Hills,USA,14.20,,2,Newark,Sep 9
9,Harald Tammer,EST,14.15,,1,Tallinn,Jun 4
10,Raoul Paoli,FRA,13.99,,1,Geneve,Aug 13
11,Clarence Houser,USA,13.96,,1,Stockton,May 06
12,Karlo Ambrozy,YUG,13.93,,1,Beograd,Jun 07
13,László Eördögh,HUN,13.75,,1,Koice,Oct 15
14,Pál Bedö,HUN,13.71,,1,Budapest,Oct 15
15,Daniel Pierre,FRA,13.69,,1,London,Jul 29
16,Jack Merchant,USA,13.67,,Q,Cambridge (MA),May 26
17,Peter Munro,NZL,13.66,,1,Wellington,Feb 25
18,Hannes Torpo,FIN,13.63,,1,Rauma,Aug 05
18,Aleksander Klumberg,EST,13.63,,2,Düsseldorf,Jul 12
20,John Witter,USA,13.62,,3,Cambridge (MA),May 27
21,George Bronder,USA,13.59,,4,Cambridge (MA),May 27
22,Vilho Niittymaa,FIN,13.57,,2,Paris,Oct 08
23,Anthony Linneman,USA,13.55,,1,Oxford,Jun 03
24,Guy Sundt,USA,13.46,,1,Madison,May 06
25,Teofil Morar,ROU,13.44,,1,Oradea,Aug 06
1,Ralph Hills,USA,14.28,i,1,Buffalo,Feb 11
2,Everett Bradley,USA,13.76,i,1,Kansas City,Mar 24
