rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Dave Laut,USA,22.02,,1,Koblenz,Aug 25
2,Udo Beyer,GDR,21.94,,1,Karl-Marx-Stadt,Jul 9
3,Remigius Machura,TCH,21.74,,1,Prague,Aug 16
4,Janis Bojars,URS,21.31,,1,Athens,Sep 1
5,Kevin Akins,USA,21.27,,1,Knoxville,Jun 19
6,Vladimir Milic,YUG,21.19,,1,Belgrad,Aug 18
7,Vladimir Kiselyov,URS,21.09,,1,Kiev,Aug 21
7,Dean Crouser,USA,21.09,,2,Knoxville,Jun 19
9,Peter Block,GDR,21.04,,1,Halle,May 16
10,Sergey Gavryushin,URS,21.03,,1,Kiev,Aug 14
11,Mike Lehman,USA,20.86,,1,"East Lansing, MI",May 15
12,Anatoliy Yarosh,URS,20.85,,2,Kiev,Aug 14
13,Mathias Schmidt,GDR,20.83,,3,Karl Marx Stadt,Jul 09
14,Donatas Stukonis,URS,20.82,,1,Vilnius,Jul 25
15,Gary Williky,USA,20.78,,1,Tempe,May 08
16,Brian Oldfield,USA,20.71,,2,Stuttgart,Aug 29
17,Reijo Ståhlberg,FIN,20.70,,1,Helsinki,Aug 28
18,Hans-Jürgen Jacobi,GDR,20.68,,2,Dresden,Jun 05
19,Edward Sarul,POL,20.64,,1,Warsaw,Aug 28
20,Mikhail Domorosov,URS,20.62,,1,Donetsk,Sep 05
21,Oskar Jakobsson,ISL,20.61,,4,Provo,Jun 05
21,Aleksandr Baryshnikov,URS,20.61,,3,Kiev,Aug 21
23,Bishop Dolegiewicz,CAN,20.59,,3,Stuttgart,Aug 29
24,Yevgeniy Mironov,URS,20.49,,4,Kiev,Aug 21
25,Yussuf Nagui Asaad,EGY,20.44,,1,Cairo,Aug 28
1,Kevin Akins,USA,21.38,i,1,Columbus,Feb 13
2,Michael Lehman,USA,21.10,i,1,Bloomington,Mar 06
