rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Udo Beyer,GDR,22.64,,1,Berlin,Aug 20
2,Ulf Timmermann,GDR,22.60,,1,Tallinn,Jun 21
3,Sergey Smirnov,URS,22.24,,2,Tallinn,Jun 21
4,Werner Günthör,SUI,22.22,,1,Stuttgart,Aug 28
5,Sergey Gavryushin,URS,22.10,,1,Moscow,Aug 31
6,Alessandro Andrei,ITA,22.06,,1,Viareggio,Aug 6
7,Michail Kostin,URS,21.96,,1,Vitebsk,Jul 2
8,Randy Barnes,USA,21.88,,1,Waco,Apr 18
9,John Brenner,USA,21.78,,1,Walnut,Apr 27
10,Sergey Kasnauskas,URS,21.49,,1,Minsk,Aug 31
11,Greg Tafralis,USA,21.45,,3,Walnut,Apr 27
12,Helmut Krieger,POL,21.30,,1,Grudziadz,Jun 27
13,Jim Doehring,USA,21.29,,1,Walnut,Jun 01
14,Lars-Arvid Nilsen,NOR,21.22,,1,Indianapolis,Jun 06
15,Kevin Akins,USA,21.06,,1,Columbus,May 04
16,Dave Laut,USA,20.98,,1,Goleta,May 03
16,Janis Bojars,URS,20.98,,4,Tallinn,Jun 21
18,Erik De Bruin,NED,20.95,,1,Leiden,May 14
19,Gert Weil,CHI,20.90,,1,Wirges,Aug 17
20,Vladimir Yaryshkin,URS,20.80,,1,Baku,Oct 05
21,Jan Sagedal,NOR,20.76,,1,Bodø,Jun 04
21,Viktor Stepanskiy,URS,20.76,,1,Ternopol,Jul 19
23,Edward Sarul,POL,20.74,,1,Zabrze,Jun 14
24,Janusz Gassowski,POL,20.66,,1,Byalistock,Sep 14
25,Jesse Stuart,USA,20.65,,1,Caorle,Jul 27
