rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jack Torrance,USA,16.61,,1,,
2,Hans Woellke,GER,16.60,,1,Frankfurt,Aug 20
3,Sulo Bärlund,FIN,16.23,,1,Helsinki,Jul 12
4,Sam Francis,USA,16.18,,1,Prague,Aug 11
5,Arnold Viiding,EST,16.06,,1,Tartu,Jun 3
6,Dimitri Zaitz,USA,15.98,,1,,
7,Gunnar Bergh,SWE,15.84,,1,Göteborg,Sep 2
8,James Reynolds,USA,15.80,,1,Palo Alto,Jun 13
9,Gerhard Stöck,GER,15.66,,3,Berlin,Aug 2
10,Gordon Dunn,USA,15.64,,1,Milwaukee,Jun 27
11,Ray Allee,USA,15.61,,2,Palo Alto,May 09
12,James Kitts,USA,15.57,,1,Berkeley,Apr 11
13,George Mackey,USA,15.56,,1,Berkeley,Apr 18
14,Clément Duhour,FRA,15.53,,1,Hendaye,Jul 26
15,Zygmunt Heljasz,POL,15.52,,1,Poznan,Apr 05
16,Donald Elser,USA,15.50,,1,San Diego,Mar
17,Frantisek Douda,TCH,15.49,,1,Prague,Jun 13
18,Edouard Duhour,FRA,15.47,,2,Hendaye,Jul 26
19,Risto Kuntsi,FIN,15.44,,1,Helsinki,Sep 14
20,Sergey Lyakhov,URS,15.35,,1,Ashkhabad,Jun 23
21,Anthony Geniawicz,USA,15.21,,1,Philadelphia,May 30
21,Elvyn Dees,USA,15.21,,2,Milwaukee,Jun 27
21,Aleksander Kreek,EST,15.21,,,,
24,István Hovárth,HUN,15.20,,1,Budapest,Jul 05
24,Wilhelm Konrad,GER,15.20,,1,Ingolstadt,Jul 26
1,Dimitri Zaitz,USA,16.04,i,1,New York,Feb 15
