rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Arlie Mucks,USA,14.665,,1,Philadelphia,Apr 24
2,Elmer Niklander,FIN,14.33,,1,Tallinn,Jun 4
3,Patrick J. McDonald,USA,14.23,,1,New York,Aug 26
4,Juho Laiho,FIN,14.16,,2,Helsinki,Aug 20
5,Harry Liversedge,USA,14.075,,1,Cambridge,May 27
6,C.G. Spears,USA,14.055,,2,Cambridge,May 27
7,Alma Richards,USA,14.01,,3,Cambridge,May 27
8,Edgar Caughey,USA,13.815,,4,Cambridge,May 27
9,Howard G. Cann,USA,13.79,,1,New York,May 13
10,W.H. Allen,USA,13.77,,1,Springfield,May 20
11,James M. Braden,USA,13.72,,5,Cambridge,May 27
12,Armas Taipale,FIN,13.62,,,,
13,Bror Klinteberg,SWE,13.445,,1,Hälsingborg,Jul 30
14,Teofil Morar,HUN,13.44,,1,Budapest,Aug 27
15,Bertil Jansson,SWE,13.20,,1,Stockholm,Oct 15
16,Ranne Roni,FIN,13.16,,,,
17,Oskar Zallhagen,SWE,13.14,,,Uppsala,May 28
18,John Lawlor,USA,13.09,,2,Newark,Sep 09
19,Boudreaux,USA,13.08,,1,New Orleans,May 27
19,J.J. Cahill,USA,13.08,,3,New York,Aug 26
21,Thomas Dutton,USA,13.03,,2,New Orleans,May 27
22,H. Katajisto,FIN,13.00,,,,
23,Harald Tammer,RUS,12.98,,1,Tallinn,Aug 19
24,John O'Grady,IRL,12.97,,1,Mallow,Aug 20
25,G.B. Howell,USA,12.96,,1=,Philadelphia,May 13
1,Arlie M. Mucks,USA,14.82,i,1,Chicago/Evanston,Mar 18
2,Patrick McDonald,USA,14.20,i,1,New York,
3,John C. Lawlor,USA,13.88,i,1,Boston,Mar 04
4,Wallace C Maxfield,USA,13.63,i,2,New York,Mar 18
5,Robert E. Lucey,USA,13.55,i,2,Boston,Mar 04
