rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jack Torrance,USA,16.10,,1,Chicago,Jun 17
2,John Lyman,USA,16.06,,1,"Cambridge, MA",May 27
3,Zygmunt Heljasz,POL,15.94,,1,Warsaw,Jun 4
4,Arnold Viiding,EST,15.92,,1,Tartu,Aug 16
5,Hans-Heinrich Sievert,GER,15.89,,1,Berlin,Jun 18
6,Gordon Dunn,USA,15.82,,1,Palo Alto,Apr 22
6,Georg Vogl,GER,15.82,,2,Berlin,Jun 18
8,Wilhelm Berg,GER,15.78,,1,Basel,Aug 27
9,Martti Alarotu,FIN,15.75,,1,Helsinki,Aug 26
10,Nelson Gray,USA,15.64,,1,Palo Alto,Mar 11
10,Frantisek Douda,TCH,15.64,,1,Prague,Sep 23
12,Risto Kuntsi,FIN,15.57,,2,Helsinki,Aug 26
13,Hueston Harper,USA,15.54,,3,Cambridge (MA),May 27
13,Clément Duhour,FRA,15.54,,1,Biarritz,Jun 18
15,Elvyn Dees,USA,15.47,,1,Lawrence,May 13
16,Carl-Ernst Cramer,GER,15.45,,1,Fürth,Aug 24
17,Emil Hirschfeld,GER,15.41,,Q,Köln,Aug 12
18,Jozsef Daranyi,HUN,15.30,,1,Budapest,May 14
18,Samuel Norrby,SWE,15.30,,1,Stockholm,Sep 02
20,Harry Hart,RSA,15.19,,1,Pretoria,Aug 11
20,Edouard Duhour,FRA,15.19,,2,Biarritz,Jun 18
22,Janis Dimza,LAT,15.16,,,Riga,
23,Halwen Dunker,USA,15.14,,1,Pullman,May 20
24,Boyce Irwin,USA,15.13,,1,Austin,May 13
25,Richard Moorman,USA,15.08,,1,West Point,May 27
25,Zygmunt Siedlecki,POL,15.08,,1,Warsaw,Jun 25
