rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Denis Horgan,IRL,15.16,hcp,2,Cork,Jun 03
2,Wesley Coe,USA,15.08,,1,Portland,Aug 5
3,Ralph Rose,USA,14.44,,2,Portland,Aug 5
4,Richard Sheldon,USA,13.84,,1,Montreal,Sep 16
5,F.J. Porter,USA,13.73,,1Q,Philadelphia,May 26
6,Lawrence Feuerbach,USA,13.69,,1,New York,Sep 9
7,Dellilar L. Dunlap,USA,13.66,,1,Ann Arbor,May 20
8,Frank Schoenfuss,USA,13.65,,2,Philadelphia,May 27
9,R.E. Rollins,USA,13.52,,3,Philadelphia,May 27
10,James S. Boyd,USA,13.50,,4,Philadelphia,May 27
11,Edward E. Barrett,IRL,13.33,,2,Dublin,Jun 24
12,Alfred D. Plaw,USA,13.26,,1,Oakland,Sep 09
13,Otis E. Hyde,USA,13.13,,1,Berkeley,May 06
14,P.T. White,USA,13.12,,5Q,Philadelphia,May 26
15,William W. Gilmore,USA,12.99,,1,Berkeley,Mar 11
16,Ira Carruthers,USA,12.97,,1,Champaign,May 20
17,H.W. Anderson,USA,12.92,,1,Saint Louis,May 27
18,Thomas Nicolson,GBR,12.91,,1,Glasgow,Jun 24
19,Martin Joseph Sheridan,USA,12.88,,3,New York,Sep 09
20,William Sperry,USA,12.80,,1,Berkeley,Apr 15
20,R.P. Kinney,USA,12.80,,3,New Haven,May 20
22,Greeley,USA,12.78,,1,Berkeley,Sep 30
23,Verner Järvinen,FIN,12.75,bh,-,Helsinki,Jul 8
24,John Garrels,USA,12.68,,2,Ann Arbor,May 20
25,Edwin Parry,USA,12.64,,D,Portland,Aug 02
1,Ralph Rose,USA,14.77,i,1,Milwaukee,Mar 11
2,Lawrence Feuerbach,USA,13.91,i,1hcp,New York,Mar 18
