rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Astrid Kumbernuss,GER,20.97,,1,Duisburg,Jun 12
2,Irina Khudoroshkina,RUS,20.32,,1,Sochi,May 25
3,Sui Xinmei,CHN,19.88,,2,Atlanta,Aug 02
4,Krystyna Danilczyk-Zabawska,POL,19.87,,1,Bialystok,Jun 17
5,Anna Romanova,RUS,19.80,,1,Bryansk,Jun 01
6,Li Meisu,CHN,19.79,,1,Shijiazhuang,Sep 24
6,Victoria Pavlysh,UKR,19.79,,1,Kiev,Jun 07
8,Kathrin Neimke,GER,19.74,,1,Blankenburg,May 29
9,Connie Price-Smith,USA,19.56,,1,Indianapolis,May 05
10,Stephanie Storp,GER,19.46,,2,Halle,May 11
10,Irina Korzhanenko,RUS,19.46,,2,Pietersburg,Jul 02
12,Valentina Fedyushina,UKR,19.44,,2,Kiev,May 18
13,Huang Zhihong,CHN,19.37,,2,Nanjing,May 08
14,Herminia Fernández,CUB,19.28,,1,La Habana,Feb 23
15,Grit Hammer,GER,19.21,,1,München,Jun 01
16,Ramona Pagel,USA,19.18,,1,Rüdlingen,Jul 13
17,Judy Oakes,GBR,19.01,,3,Halle,May 11
17,Elvira Urusova,RUS,19.01,,4,Moscow,Jun 07
19,Svetlana Krivelyova,RUS,18.97,,4,Sankt Peterburg,Jul 02
20,Livia Mehes,ROU,18.88,,1,Bucharest,May 16
21,Claudia Mues,GER,18.80,,2,Berlin,Aug 30
22,Belsis Laza,CUB,18.76,,2,Pinar del Rio,Mar 02
23,Bao Dongying,CHN,18.71,,2,Shijiazhuang,Sep 24
24,Krystyna Zabawska,POL,18.62,,1,Biala Podlaska,Jun 08
25,Juan Yu,CHN,18.60,,3,Shanghai,Apr 21
25,Svetla Mitkova,BUL,18.60,,1,Kazanlak,Jun 01
