rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Natalya Lisovskaya,URS,22.63,,1,Moscow,Jun 06
2,Claudia Losch,FRG,22.19,,1,Hainfeld,Aug 23
3,Natalya Akhrimenko,URS,21.34,,1,Sochi,May 22
4,Kathrin Neimke,GDR,21.21,,2,Rome,Sep 05
5,Ines Müller,GDR,21.20,,2,Karl-Marx-Stadt,Jun 21
6,Heike Hartwig,GDR,21.11,,1,Potsdam,Aug 21
7,Larisa Peleshenko,URS,20.99,,1,Leselidze,May 13
8,Li Meisu,CHN,20.95,,1,Guangzhou,Nov 24
9,Svetla Mitkova,BUL,20.91,,1,Sofia,May 24
10,Helena Fibingerova,TCH,20.83,,1,Bratislava,Jun 12
11,Grit Haupt,GDR,20.72,,3,Neubrandenburg,Jun 11
12,Sona Vasickova,TCH,20.55,,1,Trinec,Aug 15
13,Ilona Briesenick,GDR,20.52,,3,Berlin,Aug 25
14,Valentina Fedyushina,URS,20.28,,3,Tbilisi,May 28
15,Danguole Bimbaite,URS,20.27,,2,Leselidze,May 13
15,Cordula Schulze,GDR,20.27,,2,Halle,Jun 26
15,Lyudmila Voyevudskaya,URS,20.27,,1,Nikolayev,Aug 07
18,Huang Zhihong,CHN,20.22,,1,Beijing,Jul 11
19,Iris Plotzitzka,FRG,20.18,,4,München,Sep 09
20,Ilke Wyludda,GDR,20.11,,2,Leipzig,Jul 29
21,Marina Antonyuk,URS,20.01,,3,Moscow,Jun 07
22,Stephanie Storp,FRG,19.90,,1,Hamburg,Aug 16
23,Cong Yuzhen,CHN,19.86,,2,Guangzhou,Nov 24
24,Heidi Krieger,GDR,19.72,,2,Berlin,May 28
25,Livia Mehes,ROU,19.61,,1,Bucharest,Jun 14
1,Heidi Krieger,GDR,20.85,i,1,Berlin,Jan 25
