rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Margitta Gummel,GDR,19.61,,1,Mexico City,Oct 20
2,Marita Lange,GDR,18.78,,2,Mexico City,Oct 20
3,Nadezhda Chizhova,URS,18.67,,1,Sochi,Apr 28
4,Judit Lendvay-Bognar,HUN,17.89,,1,Budapest,Sep 28
5,Renate Boy,GDR,17.72,,5,Mexico City,Oct 20
6,Ivanka Khristova,BUL,17.57,,1,Sofia,Aug 17
7,Marlene Fuchs-Klein,FRG,17.34,,Q,Berlin,Aug 16
8,Ingeborg Friedrich,GDR,17.04,,1,Erfurt,Sep 25
9,Irina Solontsova,URS,16.96,,1,Mexico City,Sep 28
10,Elsemia Van Noorduyn,NED,16.78,,1,Breda,Jul 14
11,Galina Zybina,URS,16.67,,1,Leningrad,Jun 28
12,Hannelore Friedel,GDR,16.45,,2,Bucharest,Sep 29
13,Gertrud Schäfer,FRG,16.44,,2,Eschweller,Aug 09
14,Galina Sedelnikova,URS,16.42,,1,Pyatigorsk,May 19
15,Maria Chorbova,BUL,16.26,,2,Sofia,May 18
16,Ana Salagean,ROU,16.18,,2,Athens,Sep 06
17,Galina Nekrasova,URS,16.10,,1,Yalta,Oct 13
18,Elisabeth Huber,FRG,15.79,,1,Burghausen,Oct 12
19,Mary Peters,GBR,15.75,,1,London,Jul 21
20,Liesel Westermann,FRG,15.74,,1,Bottrop,Jul 06
21,Maria Stribrska,TCH,15.68,,P,Budijovice,Sep 21
22,Brenda Bedford,GBR,15.65,,1,Twickenham,Aug 18
23,Lyudmila Khmelevskaya,URS,15.63,,3,Riga,Jun 15
24,Lyudmila Zhdanova,URS,15.55,,1,Pyatigorsk,Mar 17
25,Gisela Kolb,GDR,15.52,,2,Regis Breitingen,May 26
25,Barbara Schubert,GDR,15.52,,2,Erfurt,Aug 15
