rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Galina Zybina,URS,16.67,,1,Tbilisi,Nov 15
2,Tamara Tishkevich,URS,16.24,,2,Dushanbe,Nov 8
3,Zinaida Doynikova,URS,15.92,,2,Tbilisi,Nov 15
4,Maria Kuznetsova,URS,15.32,,3,Minsk,May 21
5,Marianne Werner,FRG,15.06,,1,Greven,May 29
6,Johanna Lüttge,GDR,15.00,,1,Dresden,Oct 9
7,Wilfriede Tews,GDR,14.93,,1,Sofia,Nov 6
8,Lea Maremaae,URS,14.66,,1,Leningrad,Jul 20
9,Anna Andreyeva,URS,14.59,,5,Tbilsi,Nov 15
10,Adela Tischlerova,TCH,14.45,,1,Celakovice,Jun 19
11,Lyudmila Kalacheva,URS,14.44,,1,Moscow,Sep 03
12,Anna Logina,URS,14.41,,1,Batumi,Nov 08
13,Milena Usenik,YUG,14.34,,1,Ljubljana,Oct 09
14,Aleksandra Chudina,URS,14.33,,P,Tbilisi,Nov 14
15,Yelena Gorchakova,URS,14.24,,2,Moscow,Sep 03
16,Anne-Chatrin Lafrenz,FRG,14.23,,2,Frankfurt/M.,Aug 07
17,Marta Brigmane,URS,14.18,,,Valmiera,Aug
18,Lyudmila Glazkova,URS,14.15,,4,Nalchik,Apr
18,Galina Yermolenko,URS,14.15,,P,Leningrad,Jul 17
20,Valerie Sloper,NZL,14.11,,1,Christchurch,Dec 21
21,Edelgard Anhoff,FRG,14.09,,3,Frankfurt/M.,Aug 07
22,Tatyana Sevryukova,URS,14.05,,1,Leningrad,Jul
23,Maria Feher,HUN,14.03,,,Budapest,Oct 08
24,Jirina Voborilova,TCH,13.98,,1,Prague,Sep 14
24,Vera Vykusova,TCH,13.98,,1,Bratislava,Sep 24
