rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Astrid Kumbernuss,GER,21.22,,1,Hamburg,Jul 23
2,Victoria Pavlysh,UKR,20.73,,1,Rio de Janeiro,May 04
3,Sui Xinmei,CHN,20.25,,1,Shanghai,Oct 21
4,Huang Zhihong,CHN,20.24,,2,Shanghai,Oct 21
5,Stephanie Storp,GER,19.89,,2,Iffezheim,Jun 30
6,Irina Korzhanenko,RUS,19.69,,2,Köln,Aug 24
7,Li Meisu,CHN,19.46,,3,Shanghai,Oct 21
8,Yawen Wang,CHN,19.22,,4,Shanghai,Oct 21
9,Connie Price-Smith,USA,19.19,,1,Eugene,May 25
10,Svetlana Krivelyova,RUS,19.18,,1,Moscow,Oct 05
11,Yu Xin,CHN,19.16,,5,Shanghai,Oct 21
12,Krystyna Zabawska,POL,19.06,,1,Poznan,May 31
13,Irina Khudoroshkina,RUS,18.95,,1,Tula,Jul 08
14,Anna Romanova,RUS,18.94,,2,Tula,Jul 08
15,Juan Yu,CHN,18.92,,6,Shanghai,Oct 21
16,Nadine Kleinert,GER,18.91,,3,Iffezheim,Jun 30
17,Elisângela Adriano,BRA,18.90,,1,Cubatão,Jun 07
18,Svetla Mitkova,BUL,18.88,,1,Beograd,May 04
18,Valeyta Althouse,USA,18.88,,1,Los Angeles,May 17
20,Valentina Fedyushina,UKR,18.86,,2,Eugene,May 25
21,Liuhong Zhang,CHN,18.83,,Q,Shanghai,Oct 19
22,Tressa Thompson,USA,18.78,,1,Lincoln,May 09
23,Cong Yuzhen,CHN,18.77,,8,Shanghai,Oct 21
24,Lyudmila Sechko,RUS,18.67,,1,Sankt Petersburg,May 13
24,Yanina Korolchik,BLR,18.67,,2,Gomel,Jul 02
1,Svetlana Krivelyova,RUS,19.32,i,1,Moscow,Feb 18
