rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Anna Andreyeva,URS,14.71,,1,Orasul Stalin,Sep 27
2,Klavdia Tochenova,URS,14.68,,,,
3,Tatyana Sevryukova,URS,14.11,,1,Moscow,Jul 29
4,Galina Zybina,URS,14.07,,3,Minsk,Aug 26
5,Tamara Tishkevich,URS,14.00,,,Odessa,Oct 11
6,Gertrud Kille,FRG,13.67,,1,Graz,Jul 14
7,Marianne Werner,FRG,13.52,,1,Muenster,Jun 17
8,Jaroslava Jungrova,TCH,13.50,,1,Brno,Jul 29
9,Jaroslava Komarkova,TCH,13.48,,1,Ceske Budejovice,Jun 3
10,Adela Tischlerova,TCH,13.45,,1,Lomnice Popelkou,Jun 17
11,Lea Maremaae,URS,13.44,,1,Odessa,Sep 30
12,Micheline Ostermeyer,FRA,13.35,,1,Paris,Jul 15
13,Antonina Tsymot,URS,13.29,,,,
14,Amelia Piccinini,ITA,13.24,,1,Genoa,Sep 23
14,Vera Guchkova,URS,13.24,,Q,Minsk,Aug 26
16,Sofia Burdulenko,URS,13.22,,,Kiev,Oct 06
17,Antonina Fomina,URS,13.21,,,,
18,Lotti Niemann,GDR,13.18,,1,Erfurt,Jul 15
19,Maria Radosavljevic,YUG,13.14,,1,Zagreb,Sep 02
20,Paulette Veste,FRA,13.13,,2,Genoa,Sep 23
21,Amelia Bert,USA,13.06,,1,"Harrisbourg, PA",Jun 09
22,Nadja Kotlusek,YUG,13.05,,1,Zagreb,Jul 29
22,Aleksandra Chudina,URS,13.05,,,,
24,Magdalena Bregula,POL,13.04,,1,Warsaw,Oct 07
25,Raisa Bliznetsova,URS,13.02,,,,
