rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Natalya Lisovskaya,URS,21.73,,1,Erfurt,Jun 23
2,Natalya Akhrimenko,URS,21.08,,1,Leningrad,Jul 25
3,Helena Fibingerova,TCH,21.03,,1,Prague,Jun 22
4,Mihaela Loghin,ROU,20.97,,1,Poiana Brasov,Jun 30
5,Helma Knorscheidt,GDR,20.79,,1,Halle,Jun 22
6,Ines Müller,GDR,20.68,,1,Eberlin,Sep 22
7,Heike Hartwig,GDR,20.65,,1,Sydney,Sep 28
8,Nunu Abashidze,URS,20.45,,2,Erfurt,Jun 23
9,Cordula Schulze,GDR,20.27,,1,Potsdam,Jun 28
10,Zdenka Silhavá,TCH,20.13,,1,Nitra,Aug 31
11,Marina Antonyuk,URS,20.03,,1,Baku,Sep 21
12,Claudia Losch,FRG,19.96,,1,Stuttgart,Aug 04
13,Heidi Krieger,GDR,19.82,,1,Sofia,Aug 14
14,Lyubov Kovtunova,URS,19.80,,1,Alma Ata,Sep 12
15,Danguole Bimbaite,URS,19.70,,1,Vilnius,Jul 03
16,Aleksandra Mitielu,URS,19.59,,2,Baku,Sep 21
17,Lyudmila Savina,URS,19.53,,1,Kharkov,Aug 11
18,Carmen Niesche,GDR,19.52,,4,Leipzig,Aug 09
19,Konstanze Kleeberg,GDR,19.47,,4,Halle,Jun 11
19,Svetlana Melnikova,URS,19.47,,2,Kharkov,Jul 16
21,Astrid Wagner,GDR,19.36,,5,Leipzig,Aug 09
22,Lyubov Vasilyeva,URS,19.30,,1,Kirvoy-Rog,Jul 06
23,Ramona Pagel,USA,19.13,,1,Westwood,May 26
23,Natalya Shlyakhtich,URS,19.13,,1,Vilnius,Jul 06
25,Bonnie Dasse,USA,19.07,,1,Irvine,May 04
1,Helena Fibingerova,TCH,21.47,i,1,Jablonec,Feb 09
2,Ines Müller,GDR,21.26,i,1,Berlin,Feb 24
3,Claudia Losch,FRG,20.59,i,2,Piraievs,Mar 02
4,Heidi Krieger,GDR,20.39,i,2,Senftenberg,Feb 17
