rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Gisela Mauermayer,GER,13.26,,1,München,May 14
2,Lilly Unbescheid,GER,13.12,,1,Mannheim,May 29
3,Elfriede Kirchhoff,GER,12.95,,1,Bochum,May 29
4,Lore Grebe,GER,12.89,,1,Braunschweig,Aug 23
5,Hermine Schröder,GER,12.67,,1,Mosbach,May 15
6,Anna Andreyeva,URS,12.49,,1,Moscow,Jun 22
7,Antonina Tsymot,URS,12.46,,1,Leningrad,Jun 20
8,Jo van Schouwen-Cramer,NED,12.37,,1,Rotterdam,Aug 3
9,Hildegard Thiele,GER,12.35,,1,Dresden,May 22
10,Luise Meinert,GER,12.30,,1,Freiburg,Jun 14
11,Hilde Siemer,GER,12.26,,1,Menden,Aug 17
12,Maria Weidner,GER,12.25,,1,Nürnberg,Sep 14
13,Amelia Piccinini,ITA,12.23,,1,Monza,Jun 15
14,Hedwig Gsell-Moser,GER,12.22,,1,Nürnberg,Sep 14
15,Wilma Pape,GER,12.12,,1,Dortmund,Sep 14
16,Minka Janello,GER,12.10,,1,Berlin,Jul 06
17,Annemarie Westphal,GER,12.08,,1,Hamburg,Sep 14
17,Gisela Schulte,GER,12.08,,1,Kassel,Sep 21
19,Ursula Rossow,GER,12.04,,1,Berlin,Aug 16
20,Nina Dumbadze,URS,12.03,,,,
21,Anneliese Matthiessen,GER,11.90,,1,Hamburg,Jun 28
22,Willy Rietman-Albers,NED,11.89,,1,Den Haag,Jun 29
22,Tessza Stockbauer-Szepesvari,HUN,11.89,,1,Szekesfehervar,Aug 20
24,Charlotte Künicke,GER,11.88,,,,Sep 07
25,Rosl Lindinger,GER,11.87,,1,München,Sep 14
25,Yelena Demidova,URS,11.87,,,,
