rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Violette Gourard-Morris,FRA,9.76,exh,-,Sceaux,Jun 26
2,Violette Gourard-Morris,FRA,9.31,,1,Abbeville,Jul 24
3,Martha Grasse,GER,9.30,W+,1,Berlin,Aug 06
4,Mary Shirky,USA,9.22,e+,1,Cleveland,May
5,Antonie Böhmová,TCH,9.19,,1,Hradec Kralove,Sep 28
6,Lucille Godbold,USA,8.80,e+,1,Rock Hill,May
6,Dettmar,GER,8.80,W+,1,Krefeld,Sep 18
8,Cordelia Makarius,USA,8.77,e+,1,Oxford/OH,
9,Alma Höppner,GER,8.72,W+,1,Frankfurt (Main),Jun 12
10,Lilly Henoch,GER,8.61,W+,1,Berlin,Jul 03
11,Maude Sharp,USA,8.55,e+,1,Philadelphia,
12,Gertrude Maurer,GER,8.44,W+,1,Köln,May 29
13,Luise Alma Cron,GER,8.42,W+,2,Frankfurt (Main),Jun 12
14,Marie Kiessling,GER,8.40,W+,2,Berlin,Jul 03
15,Frantiska Vlachova,TCH,8.31,,2,Hradec Kralove,Sep 28
16,Hanni Weyer,GER,8.28,W+,2,Nürnberg,Jul 17
17,Lina Jung,GER,8.27,W+,3,Nürnberg,Jul 17
18,Kolb,GER,8.26,W+,,Pirmasens,Sep 04
19,Gautier,FRA,8.24,,1,Sceaux,Jun 26
20,Thea Barschow,GER,8.16,W+,1,Hamburg,Jun 12
21,Olga Simon,GER,8.09,W+,2,Köln,May 29
22,Lanzinger,USA,7.96,W+,2,Augsburg,Jun 25
23,Babette Liedle,GER,7.93,W+,P,Ulm,Jul 03
24,Ludmila Schmoranzová,TCH,7.87,W+,2,Dvur Králové,Sep 04
25,Marie Mejzlíková I,TCH,7.77,W+,1,Ceské Budejoviceice,Sep 04
