rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Tamara Press,URS,18.59,,1,Kassel,Sep 19
2,Renate Garisch,GDR,17.58,,1,Berlin,Sep 05
3,Nadezhda Chizhova,URS,17.56,,1,Kiev,Jul 18
4,Galina Zybina,URS,17.24,,2,Minsk,Jul 03
5,Margitta Helmboldt,GDR,17.09,,2,Berlin,Sep 05
6,Marita Lange,GDR,16.92,,2,Karl-Marx-Stadt,Jul 23
7,Valentina Nazarova,URS,16.82,,3,Minsk,Jul 03
8,Ivanka Khristova,BUL,16.68,,1,Sofia,May 23
9,Shung Chiu-Yun,CHN,16.61,,1,Nanking,Oct 17
10,Marlene Klein,FRG,16.40,,1,München,Aug 13
11,Ana Salagean,ROU,16.33,,2,Constanza,Aug 22
11,Lyudmila Zhdanova,URS,16.33,,1,Nalchik,Sep 12
13,Gertrud Schäfer,FRG,16.19,,2,München,Aug 13
14,Valerie Young,NZL,16.15,,1,Palmerston,Mar 06
15,Irina Solontsova,URS,16.09,,2,Moscow,Sep 07
16,Irina Press,URS,16.07,,P,Alma Ata,Oct 10
17,Yelena Korablyeva,URS,15.99,,3,Leningrad,Jul 09
18,Judit Bognár,HUN,15.97,,1,Budapest,Jul 30
19,Nancy McCredie,CAN,15.96,,1,Toronto,May 22
20,Lyudmila Shcherbakova,URS,15.80,,1,Krasnodar,Jul 05
21,Chiao Jung,CHN,15.73,,Q,Beijing,Sep 14
22,Yuan Chin-shiang,CHN,15.70,,2,Beijing,Sep 15
23,Yuan Tsai-lan,CHN,15.67,,2,Beijing,Jul 24
23,Maria Kuznetsova,URS,15.67,,1,Kiev,Sep 22
23,Dina Kotlyarova,URS,15.67,,1,Yesentuki,Sep 24
