rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Justin Gatlin,USA,9.77,,1,Doha,May 12
1,Asafa Powell,JAM,9.77,,1,Gateshead,Jun 11
3,Tyson Gay,USA,9.84,,2r1,Zürich,Aug 18
4,Olusoji A. Fasuba,NGR,9.85,,2,Doha,May 12
5,Leonard Scott,USA,9.91,,2,Stuttgart,Sep 09
6,Francis Obikwelu,POR,9.99,,1,Göteborg,Aug 08
6,Marcus Brunson,USA,9.99,,4r1,Zürich,Aug 18
8,Travis Padgett,USA,10.00,,1,"Greensboro, NC",May 27
9,Shawn Crawford,USA,10.01,,1h2,Oslo,Jun 02
9,Jason Smoots,USA,10.01,,1,Rieti,Aug 27
11,Marc Burns,TRI,10.02,,1,Port-of-Spain,Aug 06
12,Churandy Martina,AHO,10.04,A,1r1,"El Paso, TX",Apr 15
13,Michael Frater,JAM,10.06,,2,Gateshead,Jun 11
13,Christopher Williams,JAM,10.06,,2,Port-of-Spain,Aug 06
15,Carlos Moore,USA,10.07,,1r1,Los Angeles,Jun 04
15,Dwain Chambers,GBR,10.07,,3,Gateshead,Jun 11
17,Derrick Atkins,BAH,10.08,,2sf1,Cartagena de Indias,Jul 25
18,Xavier Carter,USA,10.09,,1,Sacramento,Jun 10
19,Andrey Yepishin,RUS,10.10,,2,Göteborg,Aug 08
19,Ronald Pognon,FRA,10.10,,6,Stuttgart,Sep 09
21,Abidemi Omole,USA,10.11,,1r1,"Knoxville, TN",Apr 14
21,Terrence Trammell,USA,10.11,,4,Doha,May 12
21,Dwight Thomas,JAM,10.11,,5,"Carson, CA",May 21
21,Darrel Brown,TRI,10.11,,1r1,Thessaloniki,Jul 24
21,Wallace Spearmon,USA,10.11,,3r2,Shanghai,Sep 23
