rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Leroy Burrell,USA,9.85,,1rA,Lausanne,Jul 6
2,Linford Christie,GBR,9.91,,1,Victoria,Aug 23
3,Davidson Ezinwa,NGR,9.94,,1,Linz,Jul 4
3,Dennis Mitchell,USA,9.94,,1,Oslo,Jul 22
5,Olapade Adeniken,NGR,9.95,A,1,El Paso,Apr 16
6,Andre Cason,USA,9.98,,1h4,Knoxville,Jun 15
7,Jon Drummond,USA,9.99,,2,Oslo,Jul 22
8,Michael Marsh,USA,10.00,,1,Walnut,Apr 17
9,Bode Osagiobare,NGR,10.01,A,2,El Paso,Apr 16
10,Donovan Bailey,CAN,10.03,,1,Duisburg,Jun 12
11,Carl Lewis,USA,10.04,,1,Houston,May 07
11,Frank Fredericks,NAM,10.04,,1q3,Victoria,Aug 22
13,Michael Green,JAM,10.05,,3,Victoria,Aug 23
14,Rodney Lewis,USA,10.06,,1h,Knoxville,Jun 15
15,Emmanuel Tuffour,GHA,10.07,,1,Schriesheim,Jun 18
15,Ato Boldon,TRI,10.07,,4,Victoria,Aug 23
17,Obadele Thompson,BAR,10.08,A,3r1,El Paso,Apr 16
17,Daniel Effiong,NGR,10.08,,1,Bratislava,Jun 01
17,Bruny Surin,CAN,10.08,,4,Linz,Jul 04
20,Michael Johnson,USA,10.09,,2h3,Knoxville,Jun 15
21,Anthony Jones,USA,10.10,,1,Madison,May 22
21,Osmond Ezinwa,NGR,10.10,,3h2,Linz,Jul 04
21,Glenroy Gilbert,CAN,10.10,,1h8,Victoria,Aug 22
24,Tim Montgomery,USA,10.11,,3h3,Knoxville,Jun 15
24,Augustine Nketia,NZL,10.11,,1h5,Victoria,Aug 22
