rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Valeriy Brumel,URS,2.27,,1,Moscow,Sep 29
2,Ni Chih-Chin,CHN,2.17,,1,Peking,Jun 16
3,Joseph Faust,USA,2.165,,1,Norwalk,Apr 19
4,Stig Pettersson,SWE,2.16,,1,Stockholm,Aug 23
5,Robert Shavlakadze,URS,2.15,,1,Erivan,May 26
5,John Thomas,USA,2.15,,1,Göteborg,Aug 20
7,Colin Ridgway,AUS,2.146,,1,Laredo,Mar 10
7,Gene Johnson,USA,2.146,,1,Chicago,Jun 30
9,Viktor Bolshov,URS,2.14,,1,Warsaw,Aug 18
10,Robert Gardner,USA,2.134,,1,Nashville,May 15
10,Bob Avant,USA,2.134,,1,Albuquerque,Jun 16
12,Gerd Dührkop,GDR,2.13,,1,Potsdam,Aug 04
12,Edward Czernik,POL,2.13,,1,Zielona Gora,Oct 07
14,Tony Sneazwell,AUS,2.108,,1,Melbourne,Feb 04
14,Percy Hobson,AUS,2.108,,1,Perth,Nov 24
16,Kuniyoshi Sugioka,JPN,2.10,,1,Chorzow,Jun 21
16,Andrey Khmarskiy,URS,2.10,,2,Tashkent,Oct 15
18,Hans Albertsson,SWE,2.095,,1,Seattle,Apr 21
19,Pyotr Sobotta,POL,2.09,,1,Krakow,Jun 03
19,Leonid Glazkov,URS,2.09,,1,Kiev,Jun 24
19,Vasiliy Khoroshilov,URS,2.09,,3,Moscow,Aug 11
22,Charles Porter,AUS,2.089,,1,Brisbane,Sep 16
23,Phil Fehlen,USA,2.083,,1,Palo Alto,Jan 06
23,Lew Hoyt,USA,2.083,,1,Long Beach,Mar 03
23,Paul Stuber,USA,2.083,,1,Los Angeles,Mar 23
23,Vance Barnes,USA,2.083,,1,Palo Alto,Mar 31
23,Norm Grundy,USA,2.083,,3,Los Angeles,Jun 08
23,Roger Olsen,USA,2.083,,1,Eugene,Jun 16
