rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Clarence Johnson,USA,2.215,,1,Palo Alto,May 6
2,Ed Caruthers,USA,2.195,,1,Santa Barbara,Mar 25
3,Valentin Gavrilov,URS,2.17,,1,Chorzów,Jul 2
3,Lawrence Peckham,AUS,2.17,,1,Stockholm,Jul 5
5,John Hartfield,USA,2.16,,1,Laredo,Mar 11
5,Stephen Brown,USA,2.16,,1,Provo,Jun 17
5,Robert Saint-Rose,FRA,2.16,,1,Paris,Jul 29
5,Otis Burrell,USA,2.16,,2,Winnipeg,Jul 30
9,Ralf Drecoll,FRG,2.15,,1,Göttingen,Jul 13
9,Jan Dahlgren,SWE,2.15,,1,Stockholm,Jul 22
9,Werner Pfeil,GDR,2.15,,1,Cottbus,Sep 28
12,Ed Hanks,USA,2.145,,1,El Cajon,Aug 12
13,John Thomas,USA,2.14,,1,Ft.Worth,Feb 10
13,Gene Johnson,USA,2.14,,1,Quantico,Jun 17
13,Henri Elliott,FRA,2.14,,2,Colombes,Jun 25
13,Anatoliy Moroz,URS,2.14,,3,Colombes,Jun 25
13,Rudolf Hübner,TCH,2.14,,1,Prague,Jul 01
13,Wolfgang Schillkowski,FRG,2.14,,2,Prague,Jul 01
13,Rudi Köppen,GDR,2.14,,1,Halle,Jul 29
20,Tony Sneazwell,AUS,2.13,,1,Melbourne,Feb 11
20,Steve Herndon,USA,2.13,,1,Austin,Apr 01
20,Frank Saier,USA,2.13,,1,Tallahassee,Apr 08
20,Ted Downing,USA,2.13,,1,Williamsburg,Apr 18
20,Mike Bowers,USA,2.13,,1,Columbus,May 06
20,Peter Boyce,AUS,2.13,,1,Palo Alto,May 06
1,John Rambo,USA,2.21,i,1,San Francisco,Jan 07
2,Otis Burrell,USA,2.185,i,2,San Francisco,Jan 07
3,John Thomas,USA,2.16,i,4,New York,Jan 26
3,John Hartfield,USA,2.16,i,3,Kansas City,Jan 21
