rank,name,nat,perf_0,perf_1,perf_2,city,date
1,John Murphy,USA,1.906,,1,Philadelphia,Sep 13
2,Georg Högström,SWE,1.902,,1,Karlstad,Aug 4
3,Carl Rice,USA,1.854,,1,Great Lakes,Sep 21
4,Hans Jagenburg,SWE,1.86,,,,
5,Ivar Reimers,SWE,1.85,,1,Falun,Jun 9
5,Fritz Warendorph,NOR,1.85,,1,Kristiania,Aug 18
7,J.Frank Osborn,USA,1.841,,1=,Columbia,May 25
8,Lauritz Schibbye,NOR,1.83,,1,Kristiania,Aug 11
8,Gösta Holmér,SWE,1.83,,1,Jönköping,Aug 25
10,Egon R. Erickson,USA,1.829,,1,Elizabethport,Aug 25
10,Jack Probert,GBR,1.829,,1,Erith,Aug 31
12,Harold Muller,USA,1.822,,1,Sacramento,Apr 27
13,W. Monroe Firor,USA,1.813,,1,Philadelphia,Jun 1
14,Richard L. Treweeke,USA,1.803,,2,Great Lakes,Sep 20
14,Joseph Loomis,USA,1.803,,2,Great Lakes,Sep 21
14,Earl J. Thomson,CAN,1.803,,D,,
17,Hugo Andersson,SWE,1.80,,1,Stockholm,May 12
17,Bertil Jansson,SWE,1.80,,2,Stockholm,May 12
17,Ivar Sahlin,SWE,1.80,,2,Uppsala,May 20
17,Evert Nilsson,SWE,1.80,,2,Jönköping,Jun 9
17,Charles Lomberg,SWE,1.80,,3,Jönköping,Jun 9
17,Karl-Axel Kullerstrand,SWE,1.80,,3,Falun,Jun 9
17,Wilhelm Svensson,SWE,1.80,,1,København,Jul 2
17,Thorvig Svahn,SWE,1.80,,1,Tranås,Aug 4
17,Ragnar Mattsson,SWE,1.80,,2,Göteborg,Aug 11
17,Bo Ekelund,SWE,1.80,,3,Stockholm,Aug 18
17,Carl Schelenz,GER,1.80,,1=,Berlin,Sep 15
17,Ernst Fritzmann,GER,1.80,,1=,Berlin,Sep 15
17,Pierre Lewden,FRA,1.80,,,,
