rank,name,nat,perf_0,perf_1,perf_2,city,date
1,George Horine,USA,1.930,,1,Palo Alto,Apr 1
2,Robert Pasemann,GER,1.923,ex,1,Braunschweig,Aug 13
3,Edward Beeson,USA,1.905,,1=,Berkeley,Apr 15
3,Harry Grumpelt,USA,1.905,,1=,Pittsburgh,Jul 1
3,Harry Porter,USA,1.905,,1=,Pittsburgh,Jul 1
3,Jervis Burdick,USA,1.905,,3,Pittsburgh,Jul 1
7,Istvan Wardener,HUN,1.90,,1,Budapest,Sep 24
8,Timothy Leahy,IRL,1.885,,,,
9,Benjamin Ward,USA,1.880,,1,Berkeley,Mar 25
9,Eugene Jennings,USA,1.880,,1,New York,Jun 3
11,Wesley Oler,USA,1.879,,1,"Bath, NY",Sep  9
11,Egon Erickson,USA,1.879,,2,"Travers Island, NY",Sep 30
13,Lester  Kelly,AUS,1.865,hcp,1,Wellington,Jan 02
14,Samuel Lawrence,USA,1.854,,1,"Philadelphia, PA",Apr 29
14,Platt Adams,USA,1.854,,3,"Travers Island, NY",Sep 30
16,Andre Labat,FRA,1.85,,1,Bordeaux,Jun 04
17,John O. Johnstone,USA,1.844,,1,"Pittsburgh, PA",Jun 30
18,Hans Liesche,GER,1.835,,1,Lübeck,May 25
19,Thomas Moffitt,USA,1.832,,1,"Philadelphia, PA",Apr  8
20,A.H. Scott,AUS,1.828,,1,Sydney,Jan 02
20,James Johnson,USA,1.828,,1,"Los Angeles, CA",Feb 22
20,Granville C. Farrier,USA,1.828,,1=,"Cambridge, MA",May 27
20,Philip W. Dalrymple,USA,1.828,,1=,"Cambridge, MA",May 27
20,Herbert Gidney,USA,1.828,,1,"Brookline, MA",Jun 24
20,James Andromedas,USA,1.828,,1,Montreal,Sep 23
20,Warren C. Fielding,USA,1.828,,2,"Travers Island, NY",Sep 30
1,Samuel Lawrence,USA,1.905,i,1,New York,Dec 27
2,Egon R. Erickson,USA,1.886,i,2,New York/Madison Square Garden,Dec 27
3,Georg Holmqvist,SWE,1.84,i,1,Skara,Apr 02
