rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Harold Osborn,USA,2.01,,1,Malmö,Aug 30
2,Justin Russell,USA,1.981,,1,Columbus,Jun 6
3,Tom Poor,USA,1.969,,1,Austin,Mar 27
4,Tom Work,USA,1.964,,1,Seattle,May 30
5,Robert Juday,USA,1.956,,3,San Francisco,Jul 4
6,Karl Österberg,SWE,1.95,,1,Stockholm,Jun 19
6,Pierre Lewden,FRA,1.95,,1,Stockholm,Aug 30
8,Henry Coggeshall,USA,1.937,,1,Los Angeles,May 16
8,Oather Hampton,USA,1.937,,4=,San Francisco,Jul 4
8,Alden Ross,USA,1.937,,6,San Francisco,Jul 4
11,Charles McGinnis,USA,1.930,,1,Chicago,May 16
12,Jenö Gaspár,HUN,1.93,,1,Budapest,Sep 20
13,Tom Bransford,USA,1.924,,1,,May
14,Sverre Helgesen,NOR,1.913,,1,Moss,Sep 06
15,Groverman Blake,USA,1.908,,1=,Philadelphia,May 30
16,Carl van Geyzel,SRI,1.905,,1,Cambridge,Mar 07
16,Robert King,USA,1.905,,1,Palo Alto,Mar 21
16,George Deacon,USA,1.905,,1,Princeton,May 16
19,Armas Wahlstedt,FIN,1.90,,1,Suonenjoki,Aug 23
19,Karl Karlsson,SWE,1.90,joff,1,Helsinki,Sep 06
21,Bates,USA,1.892,,2=,Des Moines,Apr 25
21,Brown,USA,1.892,,1,,
23,Sperry,USA,1.883,,1,San Bernardino,Apr 18
23,James Stewart,USA,1.883,,1,Austin,May 09
25,Percy Egtvet,USA,1.882,,1,Seattle,May 16
1,Clarence Flahive,USA,1.930,i,1,New York,Mar 17
2,Charles Major,USA,1.911,i,1,Boston,Jan 31
3,Leroy Brown,USA,1.892,i,2,Boston,Jan 31
