rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Bill Vessie,USA,2.032,,1,New York,May 10
2,Tom Scofield,USA,2.022,,1,Lincoln,May 24
3,Alan Paterson,GBR,2.019,,2,Glasgow,Aug 2
4,Charles Hanger,USA,2.010,,1,Berkeley,Jun 28
5,John Winter,AUS,2.007,,1,Perth,Feb 22
5,Lester Steers,USA,2.007,,1,Portland,May 31
7,Irving Mondschein,USA,2.001,,1,Salt Lake City,Jun 21
8,Henry Coffman,USA,1.998,,2,Lincoln,Jul 4
9,Henry Gardner,USA,1.994,,1,,
9,Ross Nichols,USA,1.994,,1,,
11,Arthur Haws,USA,1.988,,1,Corpus Christi,Apr
12,Tom Follis,USA,1.981,,1,Compton,Mar 29
12,Bill Beifuss,USA,1.981,,1,Eugene,May 17
12,Dwight Eddleman,USA,1.981,,1,Compton,Jun 06
12,David Albritton,USA,1.981,,1,Lincoln,Jul 05
12,Joshua Williamson,USA,1.981,,1,Philadelphia,Sep 01
12,Willard Smith,USA,1.981,,1,,
18,Ragnar Björk,SWE,1.98,,1,Stockholm,Sep 08
18,Nils Nicklen,FIN,1.98,,1,Mänttä,Sep 28
20,Richard Lennertson,USA,1.972,,1=,Des Moines,Apr 26
20,Les Barnes,RSA,1.972,,,,
22,Gilman Hertz,USA,1.969,,1,Madison,May 03
22,David Rowe,USA,1.969,,1,,
24,Alfredo Campagner,ITA,1.96,,1,Turin,Jun 15
24,Anton Bolinder,SWE,1.96,,1,Hammerdal,Jul 20
24,Birger Leirud,NOR,1.96,,2,Stockholm,Sep 08
24,Hermann Nacke,FRG,1.96,,1,Lübeck,Sep 21
1,Irving Mondschein,USA,2.029,i,1,New York,Feb 12
2,John Vislocky,USA,2.019,i,1,Boston,Feb 08
3,Dwight Eddleman,USA,2.010,i,1,Champaign,Mar 08
