rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Roger Kingdom,USA,12.92,,1rA,Zürich,Aug 16
2,Colin Jackson,GBR,13.11,,1,London,Jul 14
3,Greg Foster,USA,13.19,,1,Westwood,Jun 10
4,Renaldo Nehemiah,USA,13.20,,1,Bern,Aug 29
5,Tonie Campbell,USA,13.22,,1=,Monaco,Sep 1
6,Jack Pierce,USA,13.24,,4rA,Zürich,Aug 16
7,Emilio Valle,CUB,13.30,,1,Sofia,Jul 7
8,Tony Jarrett,GBR,13.31,,2,London,Jul 14
9,Arthur Blake,USA,13.35,,2s2,Houston,Jun 16
10,Florian Schwarthoff,FRG,13.37,,1s1,Duisburg,Aug 29
11,Philippe Tourret,FRA,13.40,,2s1,Duisburg,Aug 29
12,Courtney Hawkins,USA,13.41,,3,Houston,Jun 16
12,Keith Talley,USA,13.41,,1,Zürich,Aug 16
12,Tomász Nagórka,POL,13.41,,3s,Duisburg,Aug 29
15,Robert Reading,USA,13.42,A,1h1,Provo,Jun 01
16,Eric Cannon,USA,13.44,A,1h2,Provo,Jun 01
17,Jirí Hudec,TCH,13.48,,1,Ostrava,Jul 29
18,Liviu Giurgian,ROU,13.49,,1,Bucharest,Jul 29
19,Cletus Clark,USA,13.50,,2,Modesto,May 06
20,Vladimir Shishkin,URS,13.51,,1,Gorkiy,Jul 24
21,Earl Diamond,USA,13.53,A,2h2,Provo UT,Jun 01
22,Sergey Usov,URS,13.56,,2,Gorkiy,Jul 24
23,Rod Jett,USA,13.57,,2,Irvine CA,Jun 04
23,David Nelson,GBR,13.57,,2,Birmingham,Aug 11
23,Dietmar Koszewski,FRG,13.57,,6,West Berlin,Aug 18
