rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Fernando Mamede,POR,27.22.95,,1,Paris,Jul 9
2,Carlos Lopes,POR,27.24.39,,1,Oslo,Jun 26
3,Alberto Salazar,USA,27.25.61,,2,Oslo,Jun 26
4,Alex Hagelsteens,BEL,27.26.95,,3,Oslo,Jun 26
5,Henry Rono,KEN,27.28.67,,4,Oslo,Jun 26
6,Werner Schildhauer,GDR,27.33.66,,1,Jena,May 19
7,Julian Goater,GBR,27.34.58,,5,Oslo,Jun 26
8,Gabriel Kamau,KEN,27.36.2,,1,Walnut,Apr 24
9,Mark Nenow,USA,27.36.7,,2,Walnut,Apr 24
10,Gidamis Shahanga,TAN,27.38.1,,3,Walnut,Apr 24
11,Zakariah Barie,TAN,27.38.6,,4,Walnut,Apr 24
12,Alberto Cova,ITA,27.41.03,,1,Athens,Sep 06
13,Martti Vainio,FIN,27.42.51,,3,Athens,Sep 06
14,Dietmar Millonig,AUT,27.42.98,,6,Oslo,Jun 26
15,Adrian Royle,GBR,27.47.16,,3,Eugene,Apr 10
16,Bill McChesney,USA,27.50.82,,1,Brussels,Aug 27
17,David Clarke,GBR,27.55.77,,1,Firenze,May 25
18,Mats Erixon,SWE,27.56.56,,3,Firenze,May 25
19,Thomas Hunt,USA,27.59.1,,5,Walnut,Apr 24
20,Ivan Parlui,URS,28.01.00,,1,Kiev,Jul 26
21,Christopher Herle,FRG,28.03.25,,7,Oslo,Jun 26
22,Steve Jones,GBR,28.05.74,,3,Paris,Jul 09
23,Dan Dillon,USA,28.05.75,,4,Eugene,Apr 10
24,Antonio Prieto,ESP,28.05.83,,8,Oslo,Jun 26
25,Venanzio Ortis,ITA,28.06.84,,6,Firenze,May 25
