rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Ralph Boston,USA,8.21,,1,Walnut,Aug 12
2,Irvin Roberson,USA,8.11,,2,Rome,Sep 2
3,Igor Ter-Ovanesyan,URS,8.04,,3,Rome,Sep 2
4,Mike Herman,USA,8.00,,1,Eugene,Jul 8
4,Manfred Steinbach,FRG,8.00,,4,Rome,Sep 2
6,Henk Visser,NED,7.97,,1,Santa Barbara,Apr 16
7,Anthony Watson,USA,7.85,,2,Palo Alto,Jul 1
7,Steve Anderson,USA,7.85,,2,Eugene,Jul 8
9,Manfred Molzberger,FRG,7.84,,1,Freiburg,Aug 21
10,Kazimierz Kropidlowski,POL,7.81,,1,Rostock,Jul 10
11,Revaz Kvachakidze,URS,7.79,,1,Kharkov,Jul 24
12,Dmitriy Bondarenko,URS,7.78,,2,Moscow,Jul 16
13,Gregory Bell,USA,7.76,,2,Santa Barbara,Apr 16
13,Darrell Horn,USA,7.76,,1,Fresno,May 14
15,Yukishige Yasuma,JPN,7.75,,1,Tokyo,Jun 18
15,Chuan-Kwang Yang,TWN,7.75,,3,Eugene,Jul 08
15,Jorma Valkama,FIN,7.75,,1,Karlstad,Aug 16
18,Joel Wiley,USA,7.74,,2,Fresno,May 14
19,Christian Collardot,FRA,7.73,,1,Colombes,Sep 24
20,Henryk Grabowski,POL,7.71,,1,Hamburg,Jun 17
20,Dimosthenis Maglaras,GRE,7.71,,1,Prague,Jun 19
20,Victor Khomich,URS,7.71,,1,Lugansk,Aug 03
23,Gerhard Deyerling,FRG,7.69,,3,Berlin,Jul 24
23,Fritz Köppen,GDR,7.69,,1,Potsdam,Aug 27
25,Juhani Manninen,FIN,7.68,,1,Hämeenlinna,Aug 13
