rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Carl Lewis,USA,8.76,,1,Indianapolis,Jul 18
2,Larry Myricks,USA,8.74,,2,Indianapolis,Jul 18
3,Mike Powell,USA,8.49,,2,Seoul,Sep 26
4,Leonid Voloshin,URS,8.46,,1,Tallinn,Jul 5
5,Eric Metcalf,USA,8.44,,1,Tampa,Jun 17
6,Jaime Jefferson,CUB,8.37,A,1,Mexico City,Jul 22
7,Sergey Layevskiy,URS,8.35,,1,Dnepropetrovsk,Jul 16
8,Vladimir Ochkan,URS,8.34,,1,Riga,Jun 5
9,Ralph Spry,USA,8.32,A,1,Albuquerque,Jun 9
10,Igor Streltsov,URS,8.31,,2,Dnepropetrovsk,Jul 18
11,Andreas Steiner,AUT,8.30,,1,Innsbruck,Jun 04
12,Luis Bueno,CUB,8.28,,1,La Habana,Jul 16
12,Ubaldo Duany,CUB,8.28,,2,La Habana,Aug 05
14,Vladimir Ratushkov,URS,8.26,,1,Chelyabinsk,Jul 16
15,Milan Mikulas,TCH,8.25,,1,Prague,Jul 16
15,Gordon Laine,USA,8.25,,-,Indianapolis,Jul 18
17,Mike Conley,USA,8.23,,5,Indianapolis,Jul 18
17,Ron Beer,GDR,8.23,,1,Berlin,Jul 20
17,Marco Delonge,GDR,8.23,,2,Berlin,Jul 20
20,Dezalya D. Manns,USA,8.22,,1,"Harrisonburg, VA",Apr 23
20,Sergey Zaozerskiy,URS,8.22,,1,Bryansk,Jul 11
20,Gary Honey,AUS,8.22,,2,Budapest,Aug 12
20,Norbert Brige,FRA,8.22,,1,Nîmes,Sep 04
24,Ray Humphrey,USA,8.19,,1,New Haven CT,May 21
24,Emiel Mellaard,NED,8.19,,1,Groningen,Jul 17
