rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Mitchell Watt,AUS,8.54,,1,Stockholm,Jul 29
2,Dwight Phillips,USA,8.45,,1,Daegu,Sep 02
3,Ngonidzashe Makusha,ZIM,8.40,,1,"Des Moines, IA",Jun 09
3,Irving Saladino,PAN,8.40,,1,Paris Saint-Denis,Jul 08
5,Yahya Berrabah,MAR,8.37,,1,Barcelona,Jul 22
6,Christopher Tomlinson,GBR,8.35,,2,Paris Saint-Denis,Jul 08
7,Marcos Chuva,POR,8.34,,1,Viljandi,Aug 09
8,Will Claye,USA,8.29,,1,"Athens, GA",May 14
9,Aleksandr Menkov,RUS,8.28,,1,Kalamáta,Jun 04
10,Greg Rutherford,GBR,8.27,,3,Paris Saint-Denis,Jul 08
10,Salim Sdiri,FRA,8.27,,1,Lausanne,Aug 13
10,Mauro Vinicius da Silva,BRA,8.27,,1,São Paulo,Sep 24
13,Ignisious Gaisah,GHA,8.26,,2,Hengelo,May 29
13,Christian Reif,GER,8.26,,1,Wesel,Jun 13
13,Luvo Manyonga,RSA,8.26,,1,Jämsä,Jul 02
13,Loúis Tsátoumas,GRE,8.26,,1,Réthimno,Jul 13
17,Godfrey Khotso Mokoena,RSA,8.25,,4,Paris Saint-Denis,Jul 08
18,Damar Forbes,JAM,8.23,,2,"Des Moines, IA",Jun 09
18,Eusebio Cáceres,ESP,8.23,,1,Zaragoza,Jun 25
20,Trevell Quinley,USA,8.21,,1,"Clermont, FL",Jun 11
21,Aleksandr Petrov,RUS,8.20,,1,Moskva,Jul 09
22,Mohamed Fathalla Difallah,EGY,8.19,,1,El Maadi,May 05
22,Xiongfeng Su,CHN,8.19,,2,Shanghai,May 15
22,Michel Tornéus,SWE,8.19,,2,Stockholm,Jun 18
25,Luis Felipe Méliz,ESP,8.18,,3,Barcelona,Jul 22
