rank,name,nat,perf_0,perf_1,perf_2,city,date
1,William DeHart Hubbard,USA,7.72,,1,Cincinnati,Jun 9
2,Richard Honner,AUS,7.45,,1,London,Jun 26
3,Elmer Bondshu,USA,7.38,,1,Palo Alto,May 15
3,Paul Griffin Jones,USA,7.38,,2,Philadelphia,Jul 5
5,Rudolf Dobermann,GER,7.36,,1,Leipzig,Aug 8
6,Willi Meier,GER,7.32,,1,Lübeck,Oct 10
7,Thomas Meeks,USA,7.31,,2,Palo Alto,May 15
7,Sydney Atkinson,RSA,7.31,,1,Durban,Dec 4
9,Proctor Flanagan,USA,7.28,,3,Palo Alto,May 15
9,Tibor Püspöki,HUN,7.28,,1,Colombesa,Jul 18
11,Erich Köchermann,GER,7.27,,1,Köln,Jul 10
12,Olle Hallberg,SWE,7.25,,1,Östersund,Jun 24
13,Charles Anson,USA,7.23,,1,Iowa City,May 29
14,Hannes de Boer,NED,7.21,,1,Haarlem,Aug 08
14,William Wallace,USA,7.21,,1,Lawrence,Apr 17
14,Richard MacRae,USA,7.21,,4,Palo Alto,May 15
17,Edwin Dikeman,USA,7.20,,2,Princeton,May 22
18,W. Kolver,RSA,7.19,A,1,Johannesburg,Apr 05
18,Mikio Oda,JPN,7.19,,1,Tokyo,Apr 18
20,Clifton Reynolds,USA,7.18,,3,Philadelphia,Jul 05
21,William Rutledge,USA,7.16,,1,Annapolis,May 29
22,Erling Aastad,NOR,7.14,,1,Stockholm,Sep 19
23,John Brandenburg,USA,7.13,,1,Andover,May 08
23,Theodore Mathias,USA,7.13,,1,State Collage,May 08
23,Philip Northrup,USA,7.13,,1,Ann Arbor,May 22
23,Gösta Andersson,SWE,7.13,,1,Hälsingborg,Sep 19
