rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Matthew Roseingrave,IRL,7.137,,1,Gort,Aug 15
2,William Rogers,USA,7.023,,1,Travers Island,Sep 28
3,Lewis Sheldon,USA,7.010,,1,New Haven,May 4
4,Stephen Chase,USA,6.909,,1,Worcester (US),May 18
5,J.A. Leroy,USA,6.896,,1,Chicago,Jun 1
6,Edward Bloss,USA,6.858,,1,Manhattan,Sep 21
7,Wallingford Mendelson,NZL,6.846,,1,London,Jul 3
7,Larry Roche,IRL,6.846,,1,Tipperary,Aug 19
9,A. Stickney,USA,6.795,,2,Berkeley Oval,May 24
10,Thomas Kiely,IRL,6.769,,1,Glasgow,Jul 20
11,C.H. Whoolsey,USA,6.75,,2,Chicago,Jun 01
12,John Jesus Flanagan,IRL,6.70,,2,Tipperary,Aug 19
13,R.C. Kumler,USA,6.67,,3,New York,Jun 15
13,Robert Lyons,USA,6.67,,2,Travers Island,Sep 28
15,Ellery H. Clark,USA,6.65,,1,Cambridge (MA),Apr 12
16,P. McNamara,IRL,6.63,,1,Tipperary,Aug 01
16,Charles Fry,GBR,6.63,,2,London,Jul 03
18,A. Cheek,USA,6.59,,,,
18,E.N. Broome,GBR,6.59,,1,London,Apr 04
18,William J. Oakley,GBR,6.59,,3,London,Jul 03
21,R.F. Mitchell,USA,6.58,,,,
22,J.L. Ryan,NZL,6.55,,1,Wanganui,Feb 14
22,George Merchant,GBR,6.55,,,Cragierar,
24,J.P. Watson,USA,6.53,,1,Philadelphia,Aug 12
25,W. M'G. Hemmingway,GBR,6.50,,4,London,Jul 03
25,Michael Sweeney,USA,6.50,,1,Weehawken,Aug 10
25,J.W. Davidson,GBR,6.50,,1,Grasmere,Aug 22
