rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Robert Emmiyan,URS,8.86,A,1,Tsakhkadzor,May 22
2,Carl Lewis,USA,8.75,,1,Indianapolis,Aug 16
3,Larry Myricks,USA,8.66,,1,Tokyo,Sep 23
4,Jaime Jefferson,CUB,8.51,,3,Indianapolis,Aug 16
5,Giovanni Evangelisti,ITA,8.43,,1,San Giovanni,May 16
6,Mike Conley,USA,8.32,,1,Berlin,Jul 8
6,Sergey Layevskiy,URS,8.32,,1,Bryansk,Jul 19
8,Mike Powell,USA,8.27,,1,Kohriyama,Apr 29
8,Marco Delonge,GDR,8.27,,1,Potsdam,Jun 6
10,Paul Emordi,NGR,8.25,,1,Baton Rouge,Jun 5
10,Vladimir Bobylev,URS,8.25,,4,Moscow,Jun 7
12,Vernon George,USA,8.24,,2,Baton Rouge,Jun 05
12,Yusuf Alli,NGR,8.24,,1,Fürth,Jun 14
12,Vladimir Ochkan,URS,8.24,,1,Leningrad,Jun 21
12,Gordon Laine,USA,8.24,,4,San Jose,Jun 26
16,Brian Cooper,USA,8.21,,1,"Denton, TX",Apr 24
17,Vadim Kobylyanskiy,URS,8.20,,3,Bryansk,Jul 19
18,Jens Uwe Hirschberg,GDR,8.18,,1,Neubrandenburg,Jun 11
18,Mike McRae,USA,8.18,,5,San Jose,Jun 26
18,Andreas Steiner,AUT,8.18,,1,Ebensee,Aug 23
18,Ron Beer,GDR,8.18,,-,Berlin,Aug 25
22,Chris Walker,USA,8.17,,2,Austin,Apr 04
23,Gary Honey,AUS,8.16,,1,Melbourne,Feb 22
23,Andre Ester,USA,8.16,,1,Tallahassee FL,Mar 21
23,Igor Dovoyno,URS,8.16,,1,Dnepropetrovsk,May 12
1,Brian Cooper,USA,8.22,i,1,New York,Feb 27
