rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Nenad Stekic,YUG,8.32,,1,Rovereto,Sep 16
2,James Lofton,USA,8.23,,2,Westwood,Jun 9
2,Joao Carlos De Oliveira,BRA,8.23,,1,Warsaw,Jun 1
4,Arnie Robinson,USA,8.21,,1,Westwood,Jun 9
5,LaMonte King,USA,8.18,,2,Modesto,May 20
5,Jacques Rousseau,FRA,8.18,,1,Prague,Sep 2
7,Charlton Ehizuelen,NGR,8.11,,3,Modesto,May 20
7,Grzegorz Cybulski,POL,8.11,,1,Tarnóv,May 28
9,Chris Commons,AUS,8.08,,1,Sydney,Jan 14
10,Larry Myricks,USA,8.05,,4,Eugene,Jun 2
10,Antonio Corgos,ESP,8.05,,1,Bydgoszcz,Jun 11
12,Philip Deroche,FRA,8.03,,1,Malmö,Jul 10
12,Jan Leitner,TCH,8.03,,1,Prague,Aug 19
12,Vladimir Tsepelyev,URS,8.03,,1,Tbilisi,Sep 17
15,Carl Williams,USA,8.02,A,1,Mexico City,Apr 15
15,Jochen Verschl,FRG,8.02,,2,Fürth,Jun 10
15,Valeriy Podluzhny,URS,8.02,,1,Vilnius,Jun 24
15,Stanislaw Jaskulka,POL,8.02,,1,Heidelberg,Sep 24
19,Ken Hays,USA,7.99,,1,Bakersfield,May 27
19,Tommy Haynes,USA,7.99,,Q,Westwood,Jun 08
21,Andrzej Korniak,POL,7.98,,1,Pardubice,Sep 04
22,Randy Williams,USA,7.97,,1,Long Beach,Apr 30
22,Hans-Jürgen Berger,FRG,7.97,,3,Warsaw,Jun 19
24,Alfred Ogunfeyimi,NGR,7.96,,Q,Eugene,Jun 01
24,David Giralt,CUB,7.96,,2,Ostrava,Jun 06
1,Tommy Haynes,USA,8.07,i,1,Long Beach,Jan 07
