rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Daniel Kelly,USA,7.37,,1,Eugene,May 17
2,Peter O'Connor,IRL,7.36,,1,Kilkenny,Aug 12
3,Timothy Ahearne,IRL,7.29,,1hcp,Listowel,Aug 5
4,Frank Mount-Pleasant,USA,7.24,,1,Carlisle,May 19
5,Meyer Prinstein,USA,7.20,,1,Athens,Apr 27
6,Lucius Tracy Sheffield,USA,7.19,,1,Cambridge,May 19
6,John Breshnihan,IRL,7.19,,1,Cork,Jul 29
8,Walter Knox,CAN,7.16,,1,Cambridge,May 25
9,John Percy Hagerman,USA,7.13,,1,Los Angeles,Mar 10
9,Edward Cook,USA,7.13,,1,Chillcothe,May 25
11,Frank M. Friesell,USA,7.12,,1,Seattle,May 30
12,Gerald Keddell,NZL,7.08,,ex,Dunedin,Mar 3
13,William Bennett,IRL,7.06,,1,Cork,Jul 15
14,Francis J.W. Ford,USA,6.99,,3,Cambridge/MA,May 19
15,Hugo Friend,USA,6.96,,3,Athens,Apr 27
16,Walter P. Hubbard,USA,6.93,,2,Philadelphia,Apr 28
17,John F. O'Connell,USA,6.91,,3,Philadelphia,Apr 28
18,Ollie F. Snedigar,USA,6.90,,1,Berkeley,Apr 03
18,I.F. Weber,USA,6.90,,3,Cambridge/MA,May 26
20,Homer Heath,USA,6.88,,1,Chicago/Evanston,Jun 02
20,E. Nicholls,USA,6.88,,1,Chicago,Jun 09
22,L.H. Simons,USA,6.86,,4,Cambridge/MA,May 26
23,Lionel Cornish,GBR,6.85,,3,London,Jul 07
24,T.S. Cook,USA,6.81,,1,Columbus,May 31
25,P.M. Young,USA,6.78,,1,London,Mar 24
