rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Kendra Harrison,USA,12.20,,1,London,Jul 22
2,Brianna Rollins,USA,12.34,,1,"Eugene, OR",Jul 08
3,Kristi Castlin,USA,12.50,,2,"Eugene, OR",Jul 08
4,Jasmin Stowers,USA,12.55,,3,"Eugene, OR",May 28
4,Nia Ali,USA,12.55,,3,"Eugene, OR",Jul 08
6,Queen Harrison,USA,12.57,,4,"Eugene, OR",Jul 08
7,Sharika Nelvis,USA,12.60,,5,"Eugene, OR",Jul 08
8,Cindy Roleder,GER,12.62,,1,Amsterdam,Jul 07
9,Alina Talay,BLR,12.63,,1,Regensburg,Jun 05
9,Cindy Ofili,GBR,12.63,,4,Rio de Janeiro,Aug 17
11,Nadine Hildebrand,GER,12.64,,1r2,Mannheim,Jul 29
11,Pedrya Seymour,BAH,12.64,,2sf1,Rio de Janeiro,Aug 17
13,Dawn Harper-Nelson,USA,12.65,,2,Paris Saint-Denis,Aug 27
14,Jacqueline Coward,USA,12.68,,1,"Eugene, OR",Jul 29
15,Jasmine Camacho-Quinn,PUR,12.69,,1,"Tuscaloosa, AL",May 14
16,Tiffany Porter,GBR,12.70,,6,London,Jul 22
17,Phylicia George,CAN,12.74,,2,"George Town, CAY",May 14
18,Candice Price,USA,12.75,,1r1,"Montverde, FL",Jun 11
19,Ebony Morrison,USA,12.76,,1r2,"Jacksonville, FL",May 28
19,Jessica Ennis-Hill,GBR,12.76,,3h1,London,Jul 22
21,Danielle Williams,JAM,12.77,,2,"Kingston, JAM",Jun 11
22,Anne Zagre,BEL,12.78,,4h1,London,Jul 22
23,Sandra Gomis,FRA,12.79,,1h2,Angers,Jun 25
23,Megan Simmonds,JAM,12.79,,1,"Kingston, JAM",Jul 03
25,Monique Morgan,JAM,12.80,,1r1,"Clermont, FL",May 14
