rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Michelle Perry,USA,12.43,,1s1,"Carson, CA",Jun 26
2,Joanna Hayes,USA,12.47,,2,"New York, NY",Jun 11
3,Brigitte Foster-Hylton,JAM,12.55,,2,Monaco,Sep 10
4,Anjanette Kirkland,USA,12.57,,1,Rome,Jul 08
4,Delloreen Ennis-London,JAM,12.57,,3,Monaco,Sep 10
6,Perdita Felicien,CAN,12.58,,1,"Eugene, OR",Jun 04
7,Kirsten Bolm,GER,12.59,,1,London (CP),Jul 22
8,Virginia Powell,USA,12.61,,2s1,"Carson, CA",Jun 26
9,Susanna Kallur,SWE,12.65,,1,Hengelo,May 29
10,Linda Ferga-Khodadin,FRA,12.66,,1,Angers,Jul 15
11,Vonette Dixon,JAM,12.67,,3,"Kingston, JAM",Jun 26
12,Lacena Golding-Clarke,JAM,12.68,,4,"Kingston, JAM",Jun 26
13,Glory Alozie,ESP,12.71,,2h2,Helsinki,Aug 09
14,Danielle Carruthers,USA,12.72,,2,Zagreb,Jul 11
15,Mariya Koroteyeva,RUS,12.73,,3h2,Helsinki,Aug 09
16,Olena Krasovska,UKR,12.75,,1,Sevilla,Jun 04
16,Reïna-Flor Okori,FRA,12.75,,2,Angers,Jul 15
18,LoLo Jones,USA,12.76,,3s2,"Carson, CA",Jun 26
18,Irina Shevchenko,RUS,12.76,,3h4,Helsinki,Aug 09
20,Aurelia Trywianska,POL,12.77,,2,Réthimno,Jul 10
21,Nichole Denby,USA,12.79,,3,Walnut,Apr 17
22,Priscilla Lopes,CAN,12.82,,2,Sacramento,Jun 10
23,Ashlee Williams,USA,12.83,,1,Austin,Apr 09
23,Andrea Bliss,JAM,12.83,,5,Kingston,Jun 26
23,Nadine Faustin-Parker,HAI,12.83,,1,Nassau,Jul 10
