rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Eva Von Bredow,GER,12.8,,1,Berlin,Jun 12
1,Geneviève Laloz,FRA,12.8,*,2,Roubaix,Jul 10
1,Jacqueline Alauze,FRA,12.8,*,2,Roubaix,Jul 10
4,Hilda Hatt,GBR,13.2,,1,Berlin,Jun 12
4,Felicja Schabinska,POL,13.2,,1,Krakow,Oct 9
6,Ludmila Sychrova,TCH,13.4,,1,Prague,Oct 9
7,Marguerite Laloz,FRA,13.6,*,1,Le Perreux,Jun 19
7,Henriette van Daelen,BEL,13.6,e,3,Schaerbeek,Aug 15
9,Hanna Jablczynska,POL,13.9,,1,Poznan,Jun 06
10,Ludwika Gorloff,POL,14.0,*,1h1,Warszawa,May 11
10,Rocle,FRA,14.0,*,1,Roubaix,Jul 10
12,Olga Barbieri,ITA,14.2,,1,Bologna,Oct 02
13,Josephine Perenda,AUT,14.3,,2,Krakow,Oct 9
14,Boena ramkova,TCH,14.4,,2,Praha,Jun 15
14,Hilde Lahr,AUT,14.4,,1,Wien,Sep 6
16,Wihlelmina Singer,AUT,14.8,,p,Wien,Aug 13
17,Mariter,FRA,15.0,*,1,Paris,Jul 17
18,Leandrina Bulzacchi,ITA,15.2,,1,Cremona,Oct 16
19,Helena Woynarowska,POL,15.4,,2h2,Poznan,Jun 5
20,Anne Sonius,GER,15.6,,1,Lennep,Sep 25
21,Emelie Heidfeld,GER,15.8,,1,Lennep,Jul 24
22,Zofia Plucinska,POL,16.0,,2h2,Poznan,Jul 16
