rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Lyudmila Narozhilenko-Engquist,SWE,12.50,,1,Athens,Aug 10
2,Michelle Freeman,JAM,12.52,,1s1,Athens,Aug 10
3,Svetla Dimitrova,BUL,12.58,,2,Athens,Aug 10
4,Melissa Morrison,USA,12.61,,1,Indianapolis,Jun 15
5,Patricia Girard-Leno,FRA,12.67,,2h2,Athens,Aug 09
6,Brigitta Bukovec,SLO,12.69,,4,Athens,Aug 10
7,Tiffany Lott,USA,12.72,A,1h3,Provo,Apr 25
8,Anjanette Kirkland,USA,12.74,,2,Indianapolis,Jun 15
8,Dawn Bowles,USA,12.74,,3,Indianapolis,Jun 15
8,Yan Zeng,CHN,12.74,,1,Shanghai,Oct 18
11,Dionne Rose,JAM,12.75,,1,Jena,May 25
12,Liu Jing,CHN,12.76,,2,Shanghai,Oct 18
13,Keturah Anderson,CAN,12.80,,4s1,Athens,Aug 10
14,Angela Atede,NGR,12.81,,1,Lisboa,Jun 20
15,Astia Walker,JAM,12.82,,1,Auburn,May 18
16,Cheryl Dickey,USA,12.83,,2,Stuttgart,Jul 13
17,Zhang Yu,CHN,12.84,,3,Shanghai,Oct 18
18,Gillian Russell,JAM,12.86,,4,Stuttgart,Jul 13
19,Zhou Jing,CHN,12.87,,1h1,Shanghai,Oct 17
20,Kym Carter,USA,12.88,,1h1,Indianapolis,Jun 14
20,Svetlana Laukhova,RUS,12.88,,3h2,Athens,Aug 09
20,Caren Sonn,GER,12.88,,1,Bitburg,Aug 22
20,Luo Bin,CHN,12.88,,4,Shanghai,Oct 18
24,Julie Baumann,SUI,12.91,,2h1,Athens,Aug 09
25,Sun Hongwei,CHN,12.92,,6,Shanghai,Oct 18
