rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Irina Press,URS,10.3,,1,Tbilisi,Oct 24
2,Pamela Kilborn,AUS,10.4,,1,Melbourne,Feb 06
3,Gundula Diel,GDR,10.5,,1,Berlin,Sep 04
4,Rimma Larionova-Koshelyeva,URS,10.6,,1,Chelyabinsk,Aug 22
4,Inge Schell,FRG,10.6,,1,Lübeck,Sep 10
6,Li Su-Nue,CHN,10.7,,1,Kanton,Jun 28
6,Tatyana Talysheva,URS,10.7,,1,Kiev,Jul 13
6,Galina Bystrova,URS,10.7,,2,Kiev,Aug 01
6,Renate Balk,FRG,10.7,,1,Hamburg,Aug 18
6,Galina Kuznetsova,URS,10.7,,2,Chelyabinsk,Aug 22
6,Alla Konyakhina,URS,10.7,,3,Chelyabinsk,Aug 22
6,Yeh Li-Fang,CHN,10.7,,1,Peking,Sep 30
6,Danuta Straszynska,POL,10.7,,1,Krakow,Oct 03
14,Tamara Pogorelova,URS,10.8,,2,Leningrad,May 29
14,Teresa Ciepla,POL,10.8,,1,Olsztyn,Jun 06
14,Inge Exner,GDR,10.8,,P,Jena,Jun 23
14,Marlene Canguio,FRA,10.8,,1,Paris,Jul 03
14,Denise Guenard,FRA,10.8,,2,Paris,Jul 03
14,Chi Cheng,TWN,10.8,,1,Kingston,Jul 17
14,Irena Kirszenstein,POL,10.8,,1,Spala,Jul 24
14,Vera Korsakova,URS,10.8,,1h,Moscow,Aug 07
14,Cherrie Sherrard,USA,10.8,,1,Warsaw,Aug 08
14,Lia Khitrina,URS,10.8,,1,Odessa,Sep 05
14,Lia Hinten,NED,10.8,,4,Kassel,Sep 19
14,Tatyana Antaryan,URS,10.8,,1,Alma Ata,Sep
14,Elzbieta Bednarek,POL,10.8,,1,Zielona Gora,Oct 10
