rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Priscilla Lopes-Schliep,CAN,12.52,,1,London (CP),Aug 13
2,LoLo Jones,USA,12.55,,1,"New York City, NY",Jun 12
3,Carolin Nytra,GER,12.57,,2,Lausanne,Jul 8
3,Sally Pearson,AUS,12.57,,1,Stockholm,Aug 6
5,Perdita Felicien,CAN,12.58,,2,"New York City, NY",Jun 12
6,Queen Harrison,USA,12.61,,1r1,"Philadelphia, PA",Apr 24
7,Ginnie Crawford,USA,12.63,,3,"New York City, NY",Jun 12
7,Nevin Yanit,TUR,12.63,,1,Barcelona (O),Jul 31
9,Damu Cherry,USA,12.65,,1r2,"Des Moines, IA",Apr 24
9,Derval O'Rourke,IRL,12.65,,2,Barcelona (O),Jul 31
11,Tatyana Dektyareva,RUS,12.68,,1r1,Bergen (Fana),Jun 20
11,Danielle Carruthers,USA,12.68,,2,Monaco,Jul 22
13,Delloreen Ennis-London,JAM,12.71,,5,"New York City, NY",Jun 12
14,Vonette Dixon,JAM,12.75,,6,"New York City, NY",Jun 12
15,Susanna Kallur,SWE,12.78,,7,"New York City, NY",Jun 12
15,Christina Vukicevic,NOR,12.78,,4,Barcelona (O),Jul 31
17,Gabrielle Mayo,USA,12.81,,1r1,"Austin, TX",May 29
17,Lisa Urech,SUI,12.81,,4,Zürich,Aug 19
19,Yevgeniya Snihur,UKR,12.82,,1,Warszawa (OWS),Jun 8
20,Kristi Castlin,USA,12.83,,1r2,"Greensboro, NC",May 29
21,Anay Tejeda,CUB,12.84,,1,San Fernando,Jun 6
21,Ti'erra Brown,USA,12.84,,2,"Eugene, OR",Jun 12
21,Kellie Wells,USA,12.84,,2,"Des Moines, IA",Jun 26
24,Tiffany Ofili,USA,12.85,,3,"Kingston (NS), JAM",May 1
24,Aleesha Barber,TRI,12.85,,2r2,"Greensboro, NC",May 29
