rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Geneviève Laloz,FRA,13.6,+,1,Le Bourget,Jul 06
1,Mary Lines,GBR,13.6,+,1,Brussels,
3,Edith Alauze,FRA,13.7,e+,2,Paris,Jul 14
4,Thérèse Laloz,FRA,14.0,+,1h,Paris,Jul 14
5,Hilda Hatt,GBR,14.1,e+,2,Brussels,Jul 21
5,Henriette van Daelen,BEL,14.1,e+,2=,Paris,Aug 17
7,Judici,FRA,14.2,+,1,Marseille,Jun 22
7,Bozena Sramkova,TCH,14.2,+,1,Prague,Jul 20
9,Marie Vidlakova,TCH,14.4,e+,3,Brussels,Aug 09
9,Jacqueline Alauze,FRA,14.4,+,1,Paris,Sep 14
11,Marguerite Chansardon,FRA,14.6,+,1,Paris,Sep 14
11,Olga Barbieri,ITA,14.6,+,1,Milan,Sep 28
