rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Noemi Simonetto,ARG,11.5,,1,Buenos Aires,Dec 2
2,Maria Barylova,URS,11.6,,1,Gorkiy,Aug 15
2,Valentina Fokina,URS,11.6,,1,Kiev,Sep 13
4,Yelena Gokieli,URS,11.7,,2,Kiev,Sep 13
5,Galina Turova,URS,11.8,,,,
6,Estella-Maria Ardinghi,BRA,12.0,,2,Montevideo,Apr 21
6,Lidia Chaurskaya,URS,12.0,,,,
8,Maria Spuhr,ARG,12.1,,1h2,Montevideo,Apr 19
8,Galina Kratazaeva,URS,12.1,,,,
10,Noeline Gourley,NZL,12.2,,1,Napier,Feb 24
10,Erika Renner,BRA,12.2,,2h2,Montevideo,Apr 19
10,Yekaterina Adamenko,URS,12.2,,h,Kiev,Sep 11
10,Lieselotte Siemsen,GER,12.2,,1,Hamburg,Sep 16
10,Galina Yerukhina,URS,12.2,,,,
15,Lidiya Trushina,URS,12.3,,,,
16,Jeanine Lamouche,FRA,12.4,,1,Paris,Jul 18
16,Erika Sandmann,GER,12.4,,2,Hamburg,Sep 09
18,Beatriz Morales,CHI,12.5,,3h1,Montevideo,Apr 19
18,Edith Klempau,CHI,12.5,,3h2,Montevideo,Apr 19
18,Lillie Purifoy,USA,12.5,,1,Harrisburg,Jun 30
18,Anne Iversen,DEN,12.5,,1,Vejle,Aug 12
18,Ellen Siefert,GER,12.5,,2,Hamburg,Sep 23
18,Giulia Bertotti,ITA,12.5,,1,Brescia,Nov 04
18,Elfriede Steurer,AUT,12.5,,,,
25,Barre,FRA,12.6,,2,Bordeaux,Aug 28
25,Elda Franco,ITA,12.6,,2,Torino,Sep 16
25,Lidia Stepanova,URS,12.6,,,,
