rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jaak Uudmae,URS,17.35,,1,Moscow,Jul 25
2,Viktor Saneyev,URS,17.24,,2,Moscow,Jul 25
3,Joao Carlos De Oliveira,BRA,17.22,,3,Moscow,Jul 25
4,Keith Connor,GBR,17.16,,1,Melbourne,Jan 17
5,Willie Banks,USA,17.13,,1,Westwood,May 11
6,Ron Livers,USA,17.11,,1,Hiroshima,Apr 29
7,Ian Campbell,AUS,17.09,,2,Melbourne,Jan 17
7,Mike Marlow,USA,17.09,,2,San Jose,Apr 12
9,Yevgeniy Anikin,URS,17.07,,1,Moscow,Jul 5
10,Vassiliy Grishchenkov,URS,17.02,,1,Donetsk,Sep 8
11,Ken Lorraway,AUS,16.98,,1,Canberra,Dec 20
12,Aleksandr Beskrovniy,RUS,16.96,,2,Donetsk,Sep 08
13,Alejandro Herrera,CUB,16.90,,1,La Habana,May 24
13,Zou Zhen Xhien,CHN,16.90,,1,Philadelphia,Jul 17
15,Bela Bakosi,HUN,16.88,,1,Cwmbran,May 18
16,Atanas Chochev,BUL,16.86,,1,Sofia,May 03
17,Armando Herrera,CUB,16.85,,1,La Habana,May 16
18,Olli Pousi,FIN,16.82,,1,Tampere,Jun 07
19,Aleksandr Lisichonok,URS,16.81,,1,Kiev,Sep 21
20,Paul Jordan,USA,16.80,,1,London,Aug 25
21,Juan Velasquez,CUB,16.79,A,2,Mexico City,Apr 27
21,Steve Hanna,BAH,16.79,,1,Austin,Jun 07
23,Bedros Bedrosian,ROU,16.76,,1,Bucharest,May 17
23,Sanya Owolabi,USA,16.76,,2,Austin TX,Jun 07
25,Greg Caldwell,USA,16.75,,2,Philadelphia PA,Jul 17
1,Vincent Parrette,USA,17.03,i,1,Lincoln,Feb 29
