rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Christian Taylor,USA,17.81,,1,London,Aug 09
2,Will Claye,USA,17.62,,2,London,Aug 09
3,Lyukman Adams,RUS,17.53,,1,Sochi,May 27
3,Fabrizio Donato,ITA,17.53,,-,Helsinki,Jun 30
5,Osviel Hernández,CUB,17.49,,1,La Habana,Feb 03
6,Daniele Greco,ITA,17.47,,1,Potenza,Jun 09
7,Jonathan Silva,BRA,17.39,,1,São Paulo,Mar 31
8,Bin Dong,CHN,17.38,,1,Zhaoqing,Apr 14
9,Shuo Cao,CHN,17.35,,2,Zhaoqing,Apr 14
10,Phillips Idowu,GBR,17.31,,1,Hengelo,May 27
11,Ruslan Samitov,RUS,17.25,,1,Penza,Jun 07
12,Henry Frayne,AUS,17.23,,-,Melbourne,Mar 02
12,Tosin Oke,NGR,17.23,,1,Calabar,Jun 20
12,Leevan Sands,BAH,17.23,,1,Paris Saint-Denis,Jul 06
15,Yevgeniy Ektov,KAZ,17.22,,1,Almaty,Jul 01
16,Roman Valiyev,KAZ,17.20,,1,Almaty,Jun 18
17,Aleksey Fedorov,RUS,17.19,,1,Yerino,Jul 22
18,Arnie David Girat,CUB,17.17,,3,La Habana,Feb 03
18,Alexis Copello,CUB,17.17,,1,Rio de Janeiro,May 20
18,Benjamin Compaoré,FRA,17.17,,1,Rieti,Sep 09
21,Ernesto Revé,CUB,17.13,,1,La Habana,Mar 24
22,Karol Hoffmann,POL,17.09,,1q2,Helsinki,Jun 28
23,Aarik Wilson,USA,17.07,,1,"Walnut, CA",Apr 21
24,Sheryf El-Sheryf,UKR,17.04,,2,Stockholm,Aug 17
25,Jadel Gregório,BRA,16.99,,1,São Paulo,Jul 01
1,Will Claye,USA,17.70,i,1,Istanbul,Mar 11
