rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Jozef Schmidt,POL,17.03,,1,Olsztyn,Aug 5
2,Vilhjalmur Einarsson,ISL,16.70,,1,Reykjavik,Aug 7
3,Vladimir Goryayev,URS,16.63,,2,Rome,Sep 6
4,Vitold Kreyer,URS,16.49,,2,Kiev,Oct 19
5,Ryszard Malcherczyk,POL,16.44,,1,Belgrad,Oct 23
6,Ira Davis,USA,16.41,,4,Rome,Sep 6
7,Kari Rahkamo,FIN,16.40,,1,Colombes,Sep 25
8,Yevgeniy Mikhailov,URS,16.39,,3,Tula,Jun 26
9,Tien Chao-Chung,CHN,16.35,,1,Peking,Sep 14
10,Aleksandr Vyereshchagin,URS,16.18,,1,Sverdlovsk,Aug 5
11,John Baguley,AUS,16.14,,-,Perth,Mar 07
11,Oleg Ryakhovskiy,URS,16.14,,3,Moscow,Jul 18
13,Kent Floerke,USA,16.11,,2,Bakersfield,Jun 25
14,Adhemar Ferreira da Silva,BRA,16.06,,,,
15,Ian Tomlinson,AUS,16.02,,1,Sydney,Mar 19
16,Pierre William,FRA,16.00,,2,Colombes,Sep 25
17,Yevgeniy Chen,URS,15.99,,1,Odessa,Sep 21
18,Boris Vostroukhov,URS,15.98,,3,Kiev,Oct 19
19,Konstantin Tsigankov,URS,15.97,,1,Moscow,Jun 30
20,Dimitriy Yefremov,URS,15.94,,1,Odessa,Sep 09
21,Manfred Hinze,GDR,15.93,,7,Rome,Sep 06
22,Yuriy Mustashkin,URS,15.92,,Q,Moscow,Jul 18
23,Vladimir Cheidze,URS,15.89,,Q,Moscow,Jul 18
23,Viktor Kravchenko,URS,15.89,,3,Sverdlovsk,Aug 05
25,Yuriy Yeremin,URS,15.88,,1,Baku,Sep 15
25,Eric  Battista,FRA,15.88,,3,Colombes,Sep 25
