rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Tim Ryan,IRL,14.770,,1,Maryborough,Aug 13
2,Edward Bloss,USA,14.326,hsj,1,Travers Island,Sep 28
3,James M. Ryan,IRL,14.275,,2,Maryborough,Aug 13
4,Daniel Shanahan,IRL,14.173,,2,Tipperary,Aug 19
5,J.P. Watson,CAN,14.122,,1,Philadelphia,Aug 12
6,John Jesus Flanagan,IRL,14.072,,3,Tipperary,Aug 19
7,Matthew Roseingrave,IRL,14.046,,2,Gort,Aug 15
8,John Blackburn,IRL,13.868,,5,Tipperary,Aug 19
9,J. Gibson,GBR,13.843,,1,Bridge of Allen,Aug 3
10,Thomas W. Aitken,GBR,13.828,,2,Bridge of Allen,Aug 3
11,Denis Carey,IRL,13.81,,6,Tipperary,Aug 19
12,W. McKee,GBR,13.79,,3,Bridge of Allen,Aug 03
13,G. Brown,USA,13.78,hsj,2,New York,Sep 02
14,P. McNamara,IRL,13.74,,1,Wetford,Aug 15
15,Robert Lyons,USA,13.71,,2,New York,Sep 28
16,James M. Ryan,IRL,13.61,,7,Tipperary,Aug 19
17,C.L. Hickey,IRL,13.59,,1,Fermoy,Aug 27
18,T. O'Connor,IRL,13.56,,3,Gort,Aug 15
19,W. Marsh,USA,13.55,hsj,3,Manhattan,Sep 02
20,Thomas Kiely,IRL,13.49,,1,Tralee,Jun 22
21,T. Higgins,IRL,13.44,,8,Tipperary,Aug 19
22,Ellery H. Clark,USA,12.88,hsj,3,Travers Island,Sep 28
23,A.E. Kipp,CAN,12.71,,1,Guelph,Jun 12
24,Patrick Leahy,IRL,12.52,,3,Kilmallock,Jun 29
25,George Merchant,GBR,12.50,,,Cragievar,
