rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Teddy Tamgho,FRA,17.98,,1,"New York City, NY",Jun 12
2,Phillips Idowu,GBR,17.81,,1,Barcelona (O),Jul 29
3,Alexis Copello,CUB,17.55,,1,Zhukovsky,Jun 26
4,Marian Oprea,ROU,17.51,,2,Barcelona (O),Jul 29
5,Arnie David Girat,CUB,17.49,,1,Paris Saint-Denis,Jul 16
6,Christian Olsson,SWE,17.41,,1,London (CP),Aug 13
7,Randy Lewis,GRN,17.29,,2,Gateshead,Jul 10
7,Viktor Kuznyetsov,UKR,17.29,,4,Barcelona (O),Jul 29
9,Yoandris Betanzos,CUB,17.22,,3,Doha,May 14
9,Tosin Oke,NGR,17.22,A,1,Nairobi,Jul 31
11,Benjamin Compaoré,FRA,17.21,,1,Amiens,Jun 16
11,Leevan Sands,BAH,17.21,,1,Mayagüez,Jul 29
13,Dmitrij Valukevic,SVK,17.18,,1,Beograd,Jun 20
14,Lyukman Adams,RUS,17.17,,-,Yerino,Jun 12
15,Hugo Mamba-Schlick,CMR,17.14,,2,New Delhi,Oct 12
16,Osniel Tosca,CUB,17.12,,1,La Habana (PA),Feb 11
16,Aleksey Fedorov,RUS,17.12,,1,Moskva,Jun 7
18,Tumelo Thagane,RSA,17.09,,1,Durban,Mar 21
19,Fabrizio Donato,ITA,17.08,,2,Torino,Jun 12
20,Renjith Maheshwary,IND,17.07,,3,New Delhi,Oct 12
21,Dmytro Tyden,UKR,17.04,,1,Vinnitsa,Jul 15
22,Nathan Douglas,GBR,17.03,,2,"Birmingham, GBR",Jun 27
23,Christian Taylor,USA,17.02,,c2,"Eugene, OR",Jun 9
23,Kenta Bell,USA,17.02,,1,"Des Moines, IA",Jun 25
25,Samyr Laine,HAI,17.01,,3,Mayagüez,Jul 29
1,Teddy Tamgho,FRA,17.90,i,1,Doha,Mar 14
2,Yoandris Betanzos,CUB,17.69,i,2,Doha,Mar 14
3,Fabrizio Donato,ITA,17.39,i,1,Ancona,Feb 28
4,Arnie David Girat,CUB,17.36,i,3,Doha,Mar 14
