rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Christian Taylor,USA,17.86,,1,Rio de Janeiro,Aug 16
2,Will Claye,USA,17.76,,2,Rio de Janeiro,Aug 16
3,Bin Dong,CHN,17.58,,3,Rio de Janeiro,Aug 16
4,Renjith Maheswary,IND,17.30,,1,Bangalore,Jul 11
5,Chris Benard,USA,17.21,,3,"Eugene, OR",Jul 09
6,Max Hess,GER,17.20,,1,Amsterdam,Jul 09
7,Troy Doris,GUY,17.18,,1,"Clermont, FL",May 14
7,Chris Carter,USA,17.18,,3,"Eugene, OR",Jul 29
9,Karol Hoffmann,POL,17.16,,2,Amsterdam,Jul 09
9,Omar Craddock,USA,17.16,,4,"Eugene, OR",Jul 09
11,Teddy Tamgho,FRA,17.15,,1,Angers,Jun 25
12,Tosin Oke,NGR,17.13,,1,Durban,Jun 25
12,Shuo Cao,CHN,17.13,,4,Rio de Janeiro,Aug 16
14,John Murillo,COL,17.09,,5,Rio de Janeiro,Aug 16
15,Harold Corréa,FRA,17.08,,1,Villeneuve-d'Ascq,May 22
16,Lázaro Martínez,CUB,17.06,,1,Bydgoszcz,Jul 21
17,Nelson Évora,POR,17.03,,6,Rio de Janeiro,Aug 16
18,Donald Scott,USA,17.02,,1,"Leonora, GUY",Jun 18
19,Alberto Álvarez,MEX,16.99,,1,"Norwalk, CA",Apr 16
19,Muhammad Halim,ISV,16.99,,1,"Baltimore, MD",Apr 23
21,Alexis Copello,CUB,16.98,,3,Doha,May 06
22,Latario Collie-Minns,BAH,16.97,,1c2,"Eugene, OR",Jun 10
22,Yaming Zhu,CHN,16.97,,1,Tianjin,Sep 17
24,Fabrizio Donato,ITA,16.93,,2,Rovereto,Sep 06
25,Fabian Florant,NED,16.92,,1,"Clermont, FL",Apr 30
25,Cristian Nápoles,CUB,16.92,,1,La Habana,Jun 17
25,Matthew O'Neal,USA,16.92,,f,"Eugene, OR",Jul 09
1,Bin Dong,CHN,17.41,i,1,Nanjing,Feb 29
