rank,name,nat,perf_0,perf_1,perf_2,city,date
1,John J. Breshnihan,IRL,15.34,hhj,1,Bandon,Aug 26
2,Percy Kirwan,IRL,14.49,hhj,1,Kilkenny,Aug 12
3,Paddy D. Mehigan,IRL,14.45,hhj,1,Donoughmore,Jul 8
4,Peter O'Connor,IRL,14.32,hhj,2,Kilkenny,Aug 12
5,John F. McEniry,IRL,14.27,hhj,2,Kilmallock,Aug 19
6,Francis Connolly,USA,14.22,,1,,
7,Edvard Larsen,NOR,14.08,,1,Kristiania,Sep 02
8,William Bennett,IRL,14.02,hhj,-,Bandon,Jul 15
9,Michael Creed,IRL,13.99,hhj,2,Donoughmore,Jul 8
10,Cornelius Leahy,IRL,13.98,,2,Athens,Apr 30
11,Joseph Leahy,IRL,13.87,hhj,2,Macroom,Jul 1
12,Wilhelm Lüdtke,GER,13.78,,1,Berlin,Jun 24
13,Thomas Cronan,USA,13.70,,3,Athens,Apr 30
13,Gustav Krojer,AUT,13.70,,1,Wien,Jun 24
13,Oscar Guttormsen,NOR,13.70,,2,Kristiania,Jul 01
16,Holger Warendorph,NOR,13.65,,3,Kristiania,Jul 01
17,Johannes Jensen,NOR,13.57,,2,Kristiania,Sep 02
18,Martin Joseph Sheridan,USA,13.46,,1hcp,New York/Celtic Park,Oct 14
19,Carl-Axel Pedersen,NOR,13.44,,3,Kristiania,Sep 02
20,Martin Brustmann,GER,13.42,,,Hamburg,Jul 22
21,J.E. Murphy,USA,13.36,,1,Ida Grove,May 12
22,William Marsh,USA,13.34,,1,New York,Sep 03
23,A. Lindsay,NZL,13.26,,1,Oamaru,Dec 26
24,Frithjof Eeg,NOR,13.25,,1,Bergen,Sep 02
25,Nathanael Nielsen,SWE,13.23,,1,Nässjö,Jul 15
1,John O'Connell,USA,13.81,i,1,New York,Nov 09
