rank,name,nat,perf_0,perf_1,perf_2,city,date
1,Oleg Protsenko,URS,17.52,,1,Kiev,Jun 21
2,Aleksandr Yakovlyev,URS,17.50,,1,Sochi,Jun 10
2,Mike Conley,USA,17.50,,1,Los Angeles,Jun 17
4,Gennadiy Valyukievich,URS,17.47,,1,Moscow,Jul 19
5,Lazaro Betancourt,CUB,17.45,,1,Köln,Aug 26
6,Khristo Markov,BUL,17.42,,1,Sofia,May 19
7,Willie Banks,USA,17.39,,1,Koblenz,Aug 29
8,Vyacheslav Bordukov,URS,17.37,,2,Sofia,May 19
9,Jan Cado,TCH,17.34,,1,Bratislava,May 26
9,Zdzislav Hoffman,POL,17.34,,1,Saint Denis,Jun 2
11,Grigoriy Yemets,URS,17.30,,2,Donetsk,Sep 09
12,Bedros Bedrosian,ROU,17.27,,1,Bucharest,Jun 09
13,Nikolay Musiyenko,URS,17.24,,1,Sochi,May 27
14,Jaroslav Priscák,TCH,17.23,,1,Prague,May 13
15,Vasiliy Isayev,URS,17.22,,4,Sochi,Jun 10
16,Peter Bouschen,FRG,17.20,,2,London,Jul 13
17,Paul Jordan,USA,17.19,,1Q,Los Angeles,Jun 16
17,Al Joyner,USA,17.19,,2,Los Angeles,Jun 17
17,Joseph Taiwo,NGR,17.19,,1,Rabat,Jul 13
17,Vladimir Chernikov,URS,17.19,,3,Donetsk,Sep 09
21,Maris Bruzhiks,URS,17.15,,1,Riga,Jun 17
22,Volker Mai,GDR,17.12,,2,Potsdam,Jul 21
23,Viktor Gerasimyenya,URS,17.10,,1,Riga,Jul 05
24,Stoitsa Iliev,BUL,17.09,,2,Sofia,Jun 02
25,Robert Cannon,USA,17.04,,1,München,Jul 20
1,Grigoriy Yemets,URS,17.33,i,1,Göteborg,Mar 03
